,FBS,Bid
FUE 1,1,0.036051
FUE 2,1,0.43598
FUE 3,1,0.89317
FUE 4,1,0.30286
FUE 5,1,0.3375
FUE 6,1,0.49926
FUE 7,1,0.30297
FUE 8,1,0.1894
FUE 9,1,0.63885
FUE 10,2,0.64651
FUE 11,2,0.03013
FUE 12,2,0.58771
FUE 13,2,0.65882
FUE 14,2,0.070722
FUE 15,2,0.88229
FUE 16,2,0.70893
FUE 17,2,0.50968
FUE 18,2,0.81811
FUE 19,3,0.05682
FUE 20,3,0.26468
FUE 21,3,0.2395
FUE 22,3,0.7911
FUE 23,3,0.194
FUE 24,3,0.85187
FUE 25,3,0.99912
FUE 26,3,0.56117
FUE 27,3,0.3723
FUE 28,4,0.99422
FUE 29,4,0.63892
FUE 30,4,0.45015
FUE 31,4,0.74428
FUE 32,4,0.24791
FUE 33,4,0.81249
FUE 34,4,0.46024
FUE 35,4,0.73894
FUE 36,4,0.54853
FUE 37,5,0.56742
FUE 38,5,0.88816
FUE 39,5,0.21669
FUE 40,5,0.61246
FUE 41,5,0.21883
FUE 42,5,0.76485
FUE 43,5,0.73064
FUE 44,5,0.67682
FUE 45,5,0.46666
FUE 46,6,0.25385
FUE 47,6,0.2064
FUE 48,6,0.55959
FUE 49,6,0.77244
FUE 50,6,0.56901
FUE 51,6,0.50714
FUE 52,6,0.93538
FUE 53,6,0.43613
FUE 54,6,0.75671
