,FBS,Bid
FUE 1,1,0.12947
FUE 2,1,0.6787
FUE 3,1,0.43136
FUE 4,1,0.091346
FUE 5,1,0.8086
FUE 6,1,0.67454
FUE 7,1,0.25924
FUE 8,1,0.062552
FUE 9,1,0.73206
FUE 10,1,0.77659
FUE 11,1,0.097206
FUE 12,1,0.64245
FUE 13,1,0.085185
FUE 14,2,0.72591
FUE 15,2,0.77891
FUE 16,2,0.96424
FUE 17,2,0.29113
FUE 18,2,0.32259
FUE 19,2,0.62288
FUE 20,2,0.88979
FUE 21,2,0.91019
FUE 22,2,0.43607
FUE 23,2,0.013222
FUE 24,2,0.40628
FUE 25,2,0.22871
FUE 26,2,0.63251
FUE 27,3,0.10277
FUE 28,3,0.5218
FUE 29,3,0.58717
FUE 30,3,0.41492
FUE 31,3,0.27936
FUE 32,3,0.3284
FUE 33,3,0.09703
FUE 34,3,0.75466
FUE 35,3,0.24742
FUE 36,3,0.16729
FUE 37,3,0.54789
FUE 38,3,0.58188
FUE 39,3,0.69908
FUE 40,4,0.31796
FUE 41,4,0.78411
FUE 42,4,0.26246
FUE 43,4,0.27776
FUE 44,4,0.55211
FUE 45,4,0.34647
FUE 46,4,0.10733
FUE 47,4,0.9574
FUE 48,4,0.60995
FUE 49,4,0.47983
FUE 50,4,0.9287
FUE 51,4,0.29815
FUE 52,4,0.57973
FUE 53,5,0.96833
FUE 54,5,0.6529
FUE 55,5,0.92428
FUE 56,5,0.13968
FUE 57,5,0.17914
FUE 58,5,0.20059
FUE 59,5,0.33839
FUE 60,5,0.13443
FUE 61,5,0.7368
FUE 62,5,0.083372
FUE 63,5,0.1962
FUE 64,5,0.31169
FUE 65,5,0.78106
FUE 66,6,0.5817
FUE 67,6,0.52737
FUE 68,6,0.88844
FUE 69,6,0.38538
FUE 70,6,0.36549
FUE 71,6,0.35728
FUE 72,6,0.4679
FUE 73,6,0.69643
FUE 74,6,0.29284
FUE 75,6,0.83871
FUE 76,6,0.47297
FUE 77,6,0.53488
FUE 78,6,0.16285
