,FBS,Bid
FUE 1,1,0.56927
FUE 2,1,0.24186
FUE 3,1,0.46385
FUE 4,1,0.73431
FUE 5,1,0.95176
FUE 6,1,0.97301
FUE 7,1,0.005353
FUE 8,1,0.24044
FUE 9,1,0.71502
FUE 10,1,0.60222
FUE 11,1,0.87671
FUE 12,1,0.44158
FUE 13,1,0.6681
FUE 14,2,0.33935
FUE 15,2,0.1695
FUE 16,2,0.69157
FUE 17,2,0.4864
FUE 18,2,0.42219
FUE 19,2,0.24623
FUE 20,2,0.4855
FUE 21,2,0.849
FUE 22,2,0.048777
FUE 23,2,0.99497
FUE 24,2,0.96367
FUE 25,2,0.15027
FUE 26,2,0.99488
FUE 27,3,0.13215
FUE 28,3,0.66393
FUE 29,3,0.40066
FUE 30,3,0.92597
FUE 31,3,0.84998
FUE 32,3,0.90321
FUE 33,3,0.48391
FUE 34,3,0.28661
FUE 35,3,0.59907
FUE 36,3,0.23448
FUE 37,3,0.78594
FUE 38,3,0.88512
FUE 39,3,0.97913
FUE 40,4,0.56781
FUE 41,4,0.19624
FUE 42,4,0.44967
FUE 43,4,0.57397
FUE 44,4,0.0097987
FUE 45,4,0.12632
FUE 46,4,0.0047447
FUE 47,4,0.19981
FUE 48,4,0.16555
FUE 49,4,0.71382
FUE 50,4,0.74913
FUE 51,4,0.79724
FUE 52,4,0.94821
FUE 53,5,0.47362
FUE 54,5,0.27858
FUE 55,5,0.65052
FUE 56,5,0.77049
FUE 57,5,0.98719
FUE 58,5,0.12814
FUE 59,5,0.48442
FUE 60,5,0.062573
FUE 61,5,0.69449
FUE 62,5,0.85842
FUE 63,5,0.96874
FUE 64,5,0.81476
FUE 65,5,0.58817
FUE 66,6,0.60843
FUE 67,6,0.20263
FUE 68,6,0.69147
FUE 69,6,0.63381
FUE 70,6,0.61036
FUE 71,6,0.47301
FUE 72,6,0.44094
FUE 73,6,0.26995
FUE 74,6,0.57051
FUE 75,6,0.88259
FUE 76,6,0.30801
FUE 77,6,0.056652
FUE 78,6,0.96716
