,FBS,Bid
FUE 1,1,0.43297
FUE 2,1,0.086964
FUE 3,1,0.76885
FUE 4,1,0.088717
FUE 5,1,0.5728
FUE 6,1,0.30186
FUE 7,1,0.30764
FUE 8,1,0.6042
FUE 9,1,0.25851
FUE 10,1,0.35996
FUE 11,2,0.081992
FUE 12,2,0.078056
FUE 13,2,0.4624
FUE 14,2,0.12703
FUE 15,2,0.72018
FUE 16,2,0.30852
FUE 17,2,0.37932
FUE 18,2,0.26652
FUE 19,2,0.15602
FUE 20,2,0.18243
FUE 21,3,0.94867
FUE 22,3,0.46516
FUE 23,3,0.67754
FUE 24,3,0.64482
FUE 25,3,0.78646
FUE 26,3,0.48214
FUE 27,3,0.12875
FUE 28,3,0.017124
FUE 29,3,0.98793
FUE 30,3,0.93353
FUE 31,4,0.06875
FUE 32,4,0.6683
FUE 33,4,0.43706
FUE 34,4,0.45277
FUE 35,4,0.86058
FUE 36,4,0.53861
FUE 37,4,0.34046
FUE 38,4,0.15487
FUE 39,4,0.29056
FUE 40,4,0.50106
FUE 41,5,0.084685
FUE 42,5,0.40223
FUE 43,5,0.040486
FUE 44,5,0.37319
FUE 45,5,0.30147
FUE 46,5,0.40089
FUE 47,5,0.93653
FUE 48,5,0.27733
FUE 49,5,0.34451
FUE 50,5,0.54032
FUE 51,6,0.50139
FUE 52,6,0.16417
FUE 53,6,0.93213
FUE 54,6,0.024135
FUE 55,6,0.37742
FUE 56,6,0.39417
FUE 57,6,0.12751
FUE 58,6,0.32794
FUE 59,6,0.78907
FUE 60,6,0.78077
