,FBS,Bid
FUE 1,1,0.71237
FUE 2,1,0.27327
FUE 3,1,0.81703
FUE 4,1,0.27528
FUE 5,1,0.373
FUE 6,1,0.59045
FUE 7,1,0.27219
FUE 8,1,0.90463
FUE 9,1,0.62088
FUE 10,1,0.011084
FUE 11,1,0.74486
FUE 12,1,0.52484
FUE 13,1,0.95016
FUE 14,1,0.88603
FUE 15,2,0.11643
FUE 16,2,0.77838
FUE 17,2,0.94326
FUE 18,2,0.10027
FUE 19,2,0.25866
FUE 20,2,0.65275
FUE 21,2,0.50738
FUE 22,2,0.90537
FUE 23,2,0.28774
FUE 24,2,0.032643
FUE 25,2,0.79412
FUE 26,2,0.39811
FUE 27,2,0.63747
FUE 28,2,0.056175
FUE 29,3,0.89063
FUE 30,3,0.97446
FUE 31,3,0.66271
FUE 32,3,0.087712
FUE 33,3,0.085479
FUE 34,3,0.49195
FUE 35,3,0.32687
FUE 36,3,0.69347
FUE 37,3,0.31848
FUE 38,3,0.81081
FUE 39,3,0.65138
FUE 40,3,0.22694
FUE 41,3,0.56492
FUE 42,3,0.081215
FUE 43,4,0.91678
FUE 44,4,0.020492
FUE 45,4,0.5481
FUE 46,4,0.79663
FUE 47,4,0.31256
FUE 48,4,0.87942
FUE 49,4,0.21886
FUE 50,4,0.075508
FUE 51,4,0.97828
FUE 52,4,0.20735
FUE 53,4,0.81816
FUE 54,4,0.58116
FUE 55,4,0.23968
FUE 56,4,0.51732
FUE 57,5,0.091987
FUE 58,5,0.70997
FUE 59,5,0.59091
FUE 60,5,0.83636
FUE 61,5,0.33571
FUE 62,5,0.43649
FUE 63,5,0.18259
FUE 64,5,0.37072
FUE 65,5,0.57162
FUE 66,5,0.73556
FUE 67,5,0.48906
FUE 68,5,0.58651
FUE 69,5,0.0060792
FUE 70,5,0.63207
FUE 71,6,0.51904
FUE 72,6,0.34512
FUE 73,6,0.70579
FUE 74,6,0.69458
FUE 75,6,0.50208
FUE 76,6,0.94686
FUE 77,6,0.46745
FUE 78,6,0.15245
FUE 79,6,0.98154
FUE 80,6,0.985
FUE 81,6,0.62976
FUE 82,6,0.26973
FUE 83,6,0.80462
FUE 84,6,0.2378
