,FBS,Bid
FUE 1,1,0.4701
FUE 2,1,0.67046
FUE 3,1,0.58949
FUE 4,1,0.86964
FUE 5,1,0.96897
FUE 6,1,0.74964
FUE 7,1,0.49684
FUE 8,1,0.23725
FUE 9,1,0.48052
FUE 10,1,0.097392
FUE 11,1,0.14261
FUE 12,1,0.87856
FUE 13,2,0.071939
FUE 14,2,0.10267
FUE 15,2,0.97392
FUE 16,2,0.33239
FUE 17,2,0.46536
FUE 18,2,0.17632
FUE 19,2,0.87744
FUE 20,2,0.61834
FUE 21,2,0.9583
FUE 22,2,0.12775
FUE 23,2,0.83179
FUE 24,2,0.4295
FUE 25,3,0.66413
FUE 26,3,0.19228
FUE 27,3,0.10848
FUE 28,3,0.065341
FUE 29,3,0.71724
FUE 30,3,0.087505
FUE 31,3,0.8741
FUE 32,3,0.67171
FUE 33,3,0.19722
FUE 34,3,0.33019
FUE 35,3,0.0032131
FUE 36,3,0.96771
FUE 37,4,0.45699
FUE 38,4,0.62887
FUE 39,4,0.46069
FUE 40,4,0.26841
FUE 41,4,0.41955
FUE 42,4,0.20397
FUE 43,4,0.24496
FUE 44,4,0.074794
FUE 45,4,0.0057937
FUE 46,4,0.22781
FUE 47,4,0.25482
FUE 48,4,0.23382
FUE 49,5,0.63041
FUE 50,5,0.96458
FUE 51,5,0.34791
FUE 52,5,0.95762
FUE 53,5,0.63301
FUE 54,5,0.30033
FUE 55,5,0.14588
FUE 56,5,0.48354
FUE 57,5,0.83419
FUE 58,5,0.32081
FUE 59,5,0.46045
FUE 60,5,0.56553
FUE 61,6,0.8196
FUE 62,6,0.69449
FUE 63,6,0.15707
FUE 64,6,0.60484
FUE 65,6,0.2984
FUE 66,6,0.047842
FUE 67,6,0.63502
FUE 68,6,0.17963
FUE 69,6,0.73375
FUE 70,6,0.4454
FUE 71,6,0.95843
FUE 72,6,0.61194
