,FBS,Bid
FUE 1,1,0.7882
FUE 2,1,0.28947
FUE 3,1,0.91692
FUE 4,1,0.0012516
FUE 5,1,0.26325
FUE 6,1,0.79007
FUE 7,1,0.10477
FUE 8,1,0.096945
FUE 9,1,0.01799
FUE 10,1,0.91178
FUE 11,1,0.776
FUE 12,1,0.1685
FUE 13,1,0.99806
FUE 14,1,0.16447
FUE 15,2,0.66165
FUE 16,2,0.87284
FUE 17,2,0.063413
FUE 18,2,0.69043
FUE 19,2,0.62752
FUE 20,2,0.42823
FUE 21,2,0.82765
FUE 22,2,0.99913
FUE 23,2,0.46499
FUE 24,2,0.57218
FUE 25,2,0.63202
FUE 26,2,0.014262
FUE 27,2,0.31144
FUE 28,2,0.14694
FUE 29,3,0.045414
FUE 30,3,0.02328
FUE 31,3,0.54188
FUE 32,3,0.80087
FUE 33,3,0.79387
FUE 34,3,0.54321
FUE 35,3,0.032194
FUE 36,3,0.6297
FUE 37,3,0.89468
FUE 38,3,0.32903
FUE 39,3,0.23082
FUE 40,3,0.76142
FUE 41,3,0.0098666
FUE 42,3,0.84553
FUE 43,4,0.93293
FUE 44,4,0.78709
FUE 45,4,0.90408
FUE 46,4,0.66963
FUE 47,4,0.34857
FUE 48,4,0.39007
FUE 49,4,0.84271
FUE 50,4,0.61085
FUE 51,4,0.13389
FUE 52,4,0.81519
FUE 53,4,0.45011
FUE 54,4,0.54217
FUE 55,4,0.77894
FUE 56,4,0.80163
FUE 57,5,0.63238
FUE 58,5,0.83123
FUE 59,5,0.068633
FUE 60,5,0.20243
FUE 61,5,0.40512
FUE 62,5,0.81101
FUE 63,5,0.82244
FUE 64,5,0.28861
FUE 65,5,0.49583
FUE 66,5,0.38665
FUE 67,5,0.84906
FUE 68,5,0.31028
FUE 69,5,0.074134
FUE 70,5,0.90744
FUE 71,6,0.019463
FUE 72,6,0.75581
FUE 73,6,0.011264
FUE 74,6,0.23026
FUE 75,6,0.66395
FUE 76,6,0.18842
FUE 77,6,0.39584
FUE 78,6,0.85835
FUE 79,6,0.91656
FUE 80,6,0.35136
FUE 81,6,0.55558
FUE 82,6,0.52257
FUE 83,6,0.9998
FUE 84,6,0.3778
