,FBS,Bid
FUE 1,1,0.5524
FUE 2,1,0.54786
FUE 3,1,0.7555
FUE 4,1,0.59843
FUE 5,1,0.70946
FUE 6,1,0.21978
FUE 7,1,0.4212
FUE 8,1,0.28429
FUE 9,1,0.93227
FUE 10,2,0.77373
FUE 11,2,0.97675
FUE 12,2,0.086542
FUE 13,2,0.59596
FUE 14,2,0.65439
FUE 15,2,0.59869
FUE 16,2,0.2173
FUE 17,2,0.50371
FUE 18,2,0.9858
FUE 19,3,0.0055861
FUE 20,3,0.4788
FUE 21,3,0.59831
FUE 22,3,0.48536
FUE 23,3,0.91255
FUE 24,3,0.22803
FUE 25,3,0.32335
FUE 26,3,0.052044
FUE 27,3,0.56527
FUE 28,4,0.84998
FUE 29,4,0.74781
FUE 30,4,0.48241
FUE 31,4,0.47247
FUE 32,4,0.2766
FUE 33,4,0.56774
FUE 34,4,0.7989
FUE 35,4,0.51288
FUE 36,4,0.9955
FUE 37,5,0.67844
FUE 38,5,0.42931
FUE 39,5,0.55639
FUE 40,5,0.24255
FUE 41,5,0.32792
FUE 42,5,0.83727
FUE 43,5,0.77082
FUE 44,5,0.93739
FUE 45,5,0.89597
FUE 46,6,0.91605
FUE 47,6,0.85563
FUE 48,6,0.97863
FUE 49,6,0.47243
FUE 50,6,0.93878
FUE 51,6,0.99498
FUE 52,6,0.16741
FUE 53,6,0.91763
FUE 54,6,0.38326
