,FBS,Bid
FUE 1,1,0.47778
FUE 2,1,0.27848
FUE 3,1,0.41387
FUE 4,1,0.03583
FUE 5,1,0.92478
FUE 6,1,0.77299
FUE 7,1,0.16916
FUE 8,1,0.49323
FUE 9,1,0.73639
FUE 10,1,0.38645
FUE 11,1,0.49337
FUE 12,1,0.8038
FUE 13,1,0.59903
FUE 14,1,0.44655
FUE 15,1,0.40582
FUE 16,2,0.55664
FUE 17,2,0.45965
FUE 18,2,0.58581
FUE 19,2,0.4359
FUE 20,2,0.27446
FUE 21,2,0.93378
FUE 22,2,0.098473
FUE 23,2,0.91758
FUE 24,2,0.61397
FUE 25,2,0.37478
FUE 26,2,0.15547
FUE 27,2,0.069982
FUE 28,2,0.63467
FUE 29,2,0.017722
FUE 30,2,0.81849
FUE 31,3,0.73199
FUE 32,3,0.83705
FUE 33,3,0.26966
FUE 34,3,0.84967
FUE 35,3,0.9739
FUE 36,3,0.056124
FUE 37,3,0.76109
FUE 38,3,0.29785
FUE 39,3,0.47476
FUE 40,3,0.18311
FUE 41,3,0.48996
FUE 42,3,0.72448
FUE 43,3,0.36682
FUE 44,3,0.5155
FUE 45,3,0.021992
FUE 46,4,0.47855
FUE 47,4,0.79024
FUE 48,4,0.99353
FUE 49,4,0.71743
FUE 50,4,0.65506
FUE 51,4,0.85277
FUE 52,4,0.61307
FUE 53,4,0.46274
FUE 54,4,0.10285
FUE 55,4,0.74912
FUE 56,4,0.49325
FUE 57,4,0.40203
FUE 58,4,0.0015734
FUE 59,4,0.50402
FUE 60,4,0.44617
FUE 61,5,0.33207
FUE 62,5,0.66458
FUE 63,5,0.63779
FUE 64,5,0.92441
FUE 65,5,0.41131
FUE 66,5,0.34444
FUE 67,5,0.070626
FUE 68,5,0.26454
FUE 69,5,0.80158
FUE 70,5,0.95333
FUE 71,5,0.012159
FUE 72,5,0.11214
FUE 73,5,0.99708
FUE 74,5,0.035542
FUE 75,5,0.1845
FUE 76,6,0.028966
FUE 77,6,0.13504
FUE 78,6,0.48929
FUE 79,6,0.79659
FUE 80,6,0.17449
FUE 81,6,0.7083
FUE 82,6,0.62887
FUE 83,6,0.80671
FUE 84,6,0.2229
FUE 85,6,0.16349
FUE 86,6,0.24237
FUE 87,6,0.34639
FUE 88,6,0.90884
FUE 89,6,0.031926
FUE 90,6,0.78843
