,FBS,Bid
FUE 1,1,0.62043
FUE 2,1,0.28284
FUE 3,1,0.20518
FUE 4,1,0.43913
FUE 5,1,0.02725
FUE 6,1,0.87618
FUE 7,1,0.61009
FUE 8,1,0.20359
FUE 9,2,0.51992
FUE 10,2,0.053824
FUE 11,2,0.86219
FUE 12,2,0.44293
FUE 13,2,0.54801
FUE 14,2,0.56686
FUE 15,2,0.68039
FUE 16,2,0.37138
FUE 17,3,0.078229
FUE 18,3,0.45635
FUE 19,3,0.047844
FUE 20,3,0.73826
FUE 21,3,0.038002
FUE 22,3,0.95424
FUE 23,3,0.74237
FUE 24,3,0.93745
FUE 25,4,0.51336
FUE 26,4,0.2409
FUE 27,4,0.25997
FUE 28,4,0.75897
FUE 29,4,0.99334
FUE 30,4,0.35671
FUE 31,4,0.75286
FUE 32,4,0.11005
FUE 33,5,0.59705
FUE 34,5,0.4306
FUE 35,5,0.73072
FUE 36,5,0.26118
FUE 37,5,0.094808
FUE 38,5,0.45096
FUE 39,5,0.64007
FUE 40,5,0.13204
FUE 41,6,0.45282
FUE 42,6,0.6522
FUE 43,6,0.827
FUE 44,6,0.30808
FUE 45,6,0.40236
FUE 46,6,0.88423
FUE 47,6,0.70058
FUE 48,6,0.24187
