,FBS,Bid
FUE 1,1,0.85832
FUE 2,1,0.56335
FUE 3,1,0.00232
FUE 4,1,0.95831
FUE 5,1,0.3959
FUE 6,1,0.34127
FUE 7,1,0.97538
FUE 8,1,0.58914
FUE 9,1,0.94382
FUE 10,1,0.684
FUE 11,1,0.39295
FUE 12,1,0.49648
FUE 13,1,0.55692
FUE 14,2,0.7921
FUE 15,2,0.51737
FUE 16,2,0.56744
FUE 17,2,0.31861
FUE 18,2,0.25873
FUE 19,2,0.64081
FUE 20,2,0.18458
FUE 21,2,0.35094
FUE 22,2,0.15412
FUE 23,2,0.17966
FUE 24,2,0.28851
FUE 25,2,0.38755
FUE 26,2,0.44797
FUE 27,3,0.0087092
FUE 28,3,0.33288
FUE 29,3,0.80933
FUE 30,3,0.78176
FUE 31,3,0.97085
FUE 32,3,0.71811
FUE 33,3,0.51175
FUE 34,3,0.41201
FUE 35,3,0.866
FUE 36,3,0.92561
FUE 37,3,0.44585
FUE 38,3,0.08019
FUE 39,3,0.054229
FUE 40,4,0.062861
FUE 41,4,0.866
FUE 42,4,0.81263
FUE 43,4,0.71516
FUE 44,4,0.54956
FUE 45,4,0.49928
FUE 46,4,0.18629
FUE 47,4,0.78115
FUE 48,4,0.1546
FUE 49,4,0.28734
FUE 50,4,0.21126
FUE 51,4,0.61117
FUE 52,4,0.57286
FUE 53,5,0.80673
FUE 54,5,0.50296
FUE 55,5,0.2737
FUE 56,5,0.11821
FUE 57,5,0.092935
FUE 58,5,0.76903
FUE 59,5,0.94043
FUE 60,5,0.090421
FUE 61,5,0.79904
FUE 62,5,0.99574
FUE 63,5,0.40027
FUE 64,5,0.87977
FUE 65,5,0.74001
FUE 66,6,0.35196
FUE 67,6,0.82004
FUE 68,6,0.33376
FUE 69,6,0.22265
FUE 70,6,0.51666
FUE 71,6,0.91444
FUE 72,6,0.22935
FUE 73,6,0.77827
FUE 74,6,0.81363
FUE 75,6,0.092509
FUE 76,6,0.50203
FUE 77,6,0.94915
FUE 78,6,0.11563
