,FBS,Bid
FUE 1,1,0.19183
FUE 2,1,0.80173
FUE 3,1,0.19657
FUE 4,1,0.41129
FUE 5,1,0.23569
FUE 6,1,0.27221
FUE 7,1,0.0086685
FUE 8,1,0.92828
FUE 9,2,0.52022
FUE 10,2,0.46413
FUE 11,2,0.52353
FUE 12,2,0.33681
FUE 13,2,0.33238
FUE 14,2,0.98829
FUE 15,2,0.47372
FUE 16,2,0.74686
FUE 17,3,0.66996
FUE 18,3,0.79559
FUE 19,3,0.27254
FUE 20,3,0.28392
FUE 21,3,0.71726
FUE 22,3,0.18464
FUE 23,3,0.8337
FUE 24,3,0.16967
FUE 25,4,0.95327
FUE 26,4,0.72255
FUE 27,4,0.13425
FUE 28,4,0.85309
FUE 29,4,0.93169
FUE 30,4,0.56418
FUE 31,4,0.39882
FUE 32,4,0.4416
FUE 33,5,0.70168
FUE 34,5,0.26004
FUE 35,5,0.028529
FUE 36,5,0.94797
FUE 37,5,0.99617
FUE 38,5,0.77948
FUE 39,5,0.9894
FUE 40,5,0.48755
FUE 41,6,0.12798
FUE 42,6,0.46437
FUE 43,6,0.74259
FUE 44,6,0.67339
FUE 45,6,0.87398
FUE 46,6,0.75825
FUE 47,6,0.61718
FUE 48,6,0.27482
