,FBS,Bid
FUE 1,1,0.13606
FUE 2,1,0.72471
FUE 3,1,0.18955
FUE 4,1,0.41031
FUE 5,1,0.28614
FUE 6,1,0.76736
FUE 7,1,0.95301
FUE 8,1,0.56314
FUE 9,1,0.26809
FUE 10,1,0.98527
FUE 11,2,0.52524
FUE 12,2,0.53411
FUE 13,2,0.43768
FUE 14,2,0.32218
FUE 15,2,0.50156
FUE 16,2,0.1615
FUE 17,2,0.021122
FUE 18,2,0.58544
FUE 19,2,0.27382
FUE 20,2,0.60332
FUE 21,3,0.65671
FUE 22,3,0.20799
FUE 23,3,0.95973
FUE 24,3,0.45049
FUE 25,3,0.088191
FUE 26,3,0.93637
FUE 27,3,0.96856
FUE 28,3,0.75101
FUE 29,3,0.73828
FUE 30,3,0.37467
FUE 31,4,0.96531
FUE 32,4,0.40815
FUE 33,4,0.10808
FUE 34,4,0.38206
FUE 35,4,0.43499
FUE 36,4,0.198
FUE 37,4,0.83539
FUE 38,4,0.61499
FUE 39,4,0.13857
FUE 40,4,0.45622
FUE 41,5,0.80725
FUE 42,5,0.44527
FUE 43,5,0.35037
FUE 44,5,0.82313
FUE 45,5,0.80277
FUE 46,5,0.18611
FUE 47,5,0.45887
FUE 48,5,0.76108
FUE 49,5,0.35102
FUE 50,5,0.086413
FUE 51,6,0.40572
FUE 52,6,0.52915
FUE 53,6,0.76912
FUE 54,6,0.53789
FUE 55,6,0.93624
FUE 56,6,0.9201
FUE 57,6,0.63202
FUE 58,6,0.35944
FUE 59,6,0.43958
FUE 60,6,0.47767
