,FBS,Bid
FUE 1,1,0.050205
FUE 2,1,0.087679
FUE 3,1,0.77216
FUE 4,1,0.14433
FUE 5,1,0.47139
FUE 6,1,0.45943
FUE 7,1,0.61673
FUE 8,1,0.45743
FUE 9,1,0.084182
FUE 10,1,0.61912
FUE 11,1,0.039159
FUE 12,1,0.94237
FUE 13,1,0.29808
FUE 14,1,0.87254
FUE 15,2,0.73083
FUE 16,2,0.4662
FUE 17,2,0.15491
FUE 18,2,0.77436
FUE 19,2,0.7038
FUE 20,2,0.71702
FUE 21,2,0.18915
FUE 22,2,0.30613
FUE 23,2,0.77909
FUE 24,2,0.52081
FUE 25,2,0.061419
FUE 26,2,0.98015
FUE 27,2,0.55389
FUE 28,2,0.50691
FUE 29,3,0.87423
FUE 30,3,0.49276
FUE 31,3,0.88391
FUE 32,3,0.61178
FUE 33,3,0.93782
FUE 34,3,0.99848
FUE 35,3,0.34137
FUE 36,3,0.64931
FUE 37,3,0.70344
FUE 38,3,0.15571
FUE 39,3,0.27549
FUE 40,3,0.70819
FUE 41,3,0.67038
FUE 42,3,0.82135
FUE 43,4,0.93954
FUE 44,4,0.48956
FUE 45,4,0.44334
FUE 46,4,0.181
FUE 47,4,0.88277
FUE 48,4,0.87044
FUE 49,4,0.59944
FUE 50,4,0.93553
FUE 51,4,0.66049
FUE 52,4,0.28921
FUE 53,4,0.58577
FUE 54,4,0.070701
FUE 55,4,0.91849
FUE 56,4,0.24086
FUE 57,5,0.55027
FUE 58,5,0.59616
FUE 59,5,0.568
FUE 60,5,0.54051
FUE 61,5,0.57169
FUE 62,5,0.56992
FUE 63,5,0.93913
FUE 64,5,0.3996
FUE 65,5,0.59827
FUE 66,5,0.16878
FUE 67,5,0.19311
FUE 68,5,0.30911
FUE 69,5,0.20247
FUE 70,5,0.24434
FUE 71,6,0.53142
FUE 72,6,0.42496
FUE 73,6,0.7517
FUE 74,6,0.20958
FUE 75,6,0.91704
FUE 76,6,0.68549
FUE 77,6,0.27014
FUE 78,6,0.44119
FUE 79,6,0.1442
FUE 80,6,0.039223
FUE 81,6,0.95201
FUE 82,6,0.24942
FUE 83,6,0.16739
FUE 84,6,0.19967
