,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,55.8672,55.8653,55.8468,55.8064,55.8068,55.7045,55.7346,55.3384,55.3073,55.6076,55.4305,54.6886,55.2552,55.2218,52.7983,54.7543,53.7959,54.5849,50.6074,51.2682,45.4385,49.9627,54.0507,53.9513,41.9718,53.2272,52.1599,42.0966,49.9241,36.634,52.4716,52.6544,42.7271,42.8974,52.3399,51.3878
FUE 2,78.5366,78.5347,78.5154,78.4734,78.4738,78.3675,78.3987,77.9876,77.9554,78.2667,78.083,77.3162,77.9015,77.8669,75.3791,77.384,76.3988,77.2093,73.1544,73.8237,67.9501,72.5028,76.6601,76.5581,64.4749,75.8168,74.729,64.5999,72.4637,59.1322,75.0462,75.2324,65.2315,65.4022,74.9122,73.945
FUE 3,77.9361,77.9344,77.9168,77.8785,77.8789,77.7819,77.8104,77.4335,77.4039,77.6897,77.5213,76.812,77.3542,77.3223,74.9843,76.8751,75.9521,76.7125,72.8393,73.4886,67.7198,72.2045,76.1983,76.1023,64.2651,75.4012,74.3617,64.3895,72.1663,58.9342,74.6659,74.8442,65.0185,65.1884,74.5375,73.6059
FUE 4,78.9195,78.9178,78.9006,78.8631,78.8635,78.7684,78.7964,78.4267,78.3976,78.6781,78.5128,77.8158,78.3488,78.3175,76.0118,77.8779,76.9683,77.7178,73.8847,74.5294,68.7845,73.2536,77.2111,77.1165,65.3345,76.4241,75.3953,65.4588,73.2156,60.0064,75.6967,75.8731,66.0872,66.2569,75.5695,74.6459
FUE 5,72.0538,72.052,72.0331,71.9919,71.9924,71.8882,71.9189,71.5157,71.4841,71.7895,71.6093,70.8559,71.4312,71.3972,68.9438,70.9226,69.9517,70.7507,66.7372,67.4019,61.5517,66.0892,70.2096,70.109,58.081,69.3769,68.3,58.2058,66.0504,52.7409,68.6143,68.7987,58.8369,59.0074,68.4815,67.5223
FUE 6,65.1549,65.1531,65.1346,65.0942,65.0946,64.9925,65.0225,64.6268,64.5957,64.8956,64.7187,63.9777,64.5437,64.5103,62.0889,64.0434,63.0858,63.8741,59.8991,60.5596,54.7315,59.2547,63.3404,63.2411,51.265,62.5175,61.4509,51.3898,59.2161,45.9274,61.7624,61.9451,52.0203,52.1906,61.6308,60.6792
FUE 7,70.3388,70.3372,70.3203,70.2834,70.2837,70.1902,70.2178,69.854,69.8253,70.1014,69.9387,69.2518,69.7772,69.7464,67.4674,69.313,68.4145,69.155,65.3551,65.9961,60.2712,64.7272,68.6546,68.561,56.8252,67.8759,66.856,56.9494,64.6894,51.4994,67.155,67.3299,57.5772,57.7468,67.0288,66.1118
FUE 8,61.5435,61.5413,61.5197,61.4724,61.4729,61.3537,61.3887,60.9306,60.8949,61.2411,61.0365,60.1923,60.8352,60.797,58.1145,60.2663,59.1998,60.0758,55.7923,56.4856,50.4884,55.1206,59.4809,59.371,46.9899,58.5785,57.4304,47.1154,55.0804,41.6338,57.7635,57.9597,47.7501,47.9217,57.6226,56.6117
FUE 9,55.3814,55.3804,55.3701,55.3171,55.3301,55.3032,55.2248,55.1633,55.0969,55.2491,54.7,54.9806,55.0454,54.491,50.8754,53.7281,50.3473,54.1444,44.9894,44.4381,48.6353,53.7041,53.7231,53.8335,45.9616,53.3742,53.4164,51.5235,38.2035,50.2544,50.035,50.9778,30.8096,51.2262,50.8489,52.6708
FUE 10,69.5326,69.5312,69.5169,69.4437,69.4615,69.4245,69.3168,69.2329,69.1428,69.3501,68.6137,68.9861,69.0732,68.3413,64.058,67.3773,63.4757,67.8979,57.8321,57.2673,61.6301,67.3477,67.3712,67.5079,58.8329,66.9442,66.9954,64.7835,50.9573,63.3739,63.1346,64.1718,43.5444,64.4491,64.0286,66.1044
FUE 11,63.4162,63.415,63.4029,63.3408,63.356,63.3245,63.2328,63.1612,63.084,63.2612,62.6262,62.9492,63.0241,62.3877,58.447,61.5295,57.8914,61.9955,52.3857,51.8272,56.1108,61.5028,61.524,61.647,53.3728,61.1375,61.1841,59.1341,45.5528,57.794,57.5644,58.5551,38.1488,58.8182,58.419,60.3676
