,FBS,Bid
FUE 1,1,0.94691
FUE 2,1,0.46476
FUE 3,1,0.81459
FUE 4,1,0.29313
FUE 5,1,0.15966
FUE 6,1,0.6543
FUE 7,1,0.23105
FUE 8,1,0.48204
FUE 9,1,0.7112
FUE 10,1,0.0087877
FUE 11,1,0.45254
FUE 12,1,0.57038
FUE 13,1,0.39231
FUE 14,1,0.73923
FUE 15,2,0.35631
FUE 16,2,0.064108
FUE 17,2,0.62462
FUE 18,2,0.61843
FUE 19,2,0.50295
FUE 20,2,0.39786
FUE 21,2,0.53829
FUE 22,2,0.89686
FUE 23,2,0.73153
FUE 24,2,0.24494
FUE 25,2,0.84368
FUE 26,2,0.82643
FUE 27,2,0.20703
FUE 28,2,0.43574
FUE 29,3,0.31256
FUE 30,3,0.4654
FUE 31,3,0.33123
FUE 32,3,0.58485
FUE 33,3,0.63413
FUE 34,3,0.69286
FUE 35,3,0.37566
FUE 36,3,0.47519
FUE 37,3,0.57956
FUE 38,3,0.94425
FUE 39,3,0.18397
FUE 40,3,0.28378
FUE 41,3,0.58164
FUE 42,3,0.53539
FUE 43,4,0.51114
FUE 44,4,0.93922
FUE 45,4,0.48918
FUE 46,4,0.2426
FUE 47,4,0.35702
FUE 48,4,0.094977
FUE 49,4,0.94499
FUE 50,4,0.7534
FUE 51,4,0.22755
FUE 52,4,0.64834
FUE 53,4,0.43172
FUE 54,4,0.31405
FUE 55,4,0.74765
FUE 56,4,0.21974
FUE 57,5,0.78102
FUE 58,5,0.60553
FUE 59,5,0.43882
FUE 60,5,0.45361
FUE 61,5,0.54596
FUE 62,5,0.79045
FUE 63,5,0.54384
FUE 64,5,0.95602
FUE 65,5,0.31331
FUE 66,5,0.34622
FUE 67,5,0.94679
FUE 68,5,0.74469
FUE 69,5,0.3093
FUE 70,5,0.56107
FUE 71,6,0.28043
FUE 72,6,0.54361
FUE 73,6,0.70209
FUE 74,6,0.59176
FUE 75,6,0.43237
FUE 76,6,0.8901
FUE 77,6,0.66291
FUE 78,6,0.87926
FUE 79,6,0.50457
FUE 80,6,0.5006
FUE 81,6,0.56037
FUE 82,6,0.45384
FUE 83,6,0.2635
FUE 84,6,0.59807
