,FBS,Bid
FUE 1,1,0.53174
FUE 2,1,0.87819
FUE 3,1,0.24889
FUE 4,1,0.53083
FUE 5,1,0.93329
FUE 6,1,0.43794
FUE 7,1,0.018477
FUE 8,1,0.85686
FUE 9,1,0.48084
FUE 10,1,0.57415
FUE 11,1,0.37676
FUE 12,2,0.4731
FUE 13,2,0.097327
FUE 14,2,0.25322
FUE 15,2,0.77098
FUE 16,2,0.22789
FUE 17,2,0.37577
FUE 18,2,0.024004
FUE 19,2,0.25114
FUE 20,2,0.25368
FUE 21,2,0.71669
FUE 22,2,0.52296
FUE 23,3,0.42323
FUE 24,3,0.48291
FUE 25,3,0.089038
FUE 26,3,0.017106
FUE 27,3,0.28058
FUE 28,3,0.39808
FUE 29,3,0.023373
FUE 30,3,0.11064
FUE 31,3,0.11453
FUE 32,3,0.52967
FUE 33,3,0.37313
FUE 34,4,0.61668
FUE 35,4,0.27385
FUE 36,4,0.68228
FUE 37,4,0.92799
FUE 38,4,0.20256
FUE 39,4,0.45709
FUE 40,4,0.87962
FUE 41,4,0.075088
FUE 42,4,0.72417
FUE 43,4,0.42268
FUE 44,4,0.13521
FUE 45,5,0.10917
FUE 46,5,0.95822
FUE 47,5,0.51497
FUE 48,5,0.19956
FUE 49,5,0.026235
FUE 50,5,0.21952
FUE 51,5,0.25676
FUE 52,5,0.85853
FUE 53,5,0.91429
FUE 54,5,0.54671
FUE 55,5,0.99577
FUE 56,6,0.70801
FUE 57,6,0.77775
FUE 58,6,0.057307
FUE 59,6,0.12135
FUE 60,6,0.13971
FUE 61,6,0.38621
FUE 62,6,0.72195
FUE 63,6,0.31089
FUE 64,6,0.97479
FUE 65,6,0.45891
FUE 66,6,0.61698
