,FBS,Bid
FUE 1,1,0.95781
FUE 2,1,0.85745
FUE 3,1,0.57628
FUE 4,1,0.025112
FUE 5,1,0.72078
FUE 6,1,0.92334
FUE 7,1,0.50189
FUE 8,1,0.55498
FUE 9,1,0.0096572
FUE 10,1,0.46037
FUE 11,1,0.27051
FUE 12,1,0.86528
FUE 13,1,0.078859
FUE 14,1,0.95229
FUE 15,1,0.94684
FUE 16,2,0.64576
FUE 17,2,0.75074
FUE 18,2,0.53627
FUE 19,2,0.80362
FUE 20,2,0.39809
FUE 21,2,0.34997
FUE 22,2,0.72561
FUE 23,2,0.28315
FUE 24,2,0.9928
FUE 25,2,0.43504
FUE 26,2,0.42867
FUE 27,2,0.98595
FUE 28,2,0.6949
FUE 29,2,0.054074
FUE 30,2,0.71012
FUE 31,3,0.75889
FUE 32,3,0.056551
FUE 33,3,0.070532
FUE 34,3,0.19443
FUE 35,3,0.26543
FUE 36,3,0.20025
FUE 37,3,0.87432
FUE 38,3,0.36495
FUE 39,3,0.75469
FUE 40,3,0.3483
FUE 41,3,0.22129
FUE 42,3,0.4465
FUE 43,3,0.15891
FUE 44,3,0.065573
FUE 45,3,0.53399
FUE 46,4,0.65643
FUE 47,4,0.19859
FUE 48,4,0.33258
FUE 49,4,0.63002
FUE 50,4,0.64204
FUE 51,4,0.47995
FUE 52,4,0.9964
FUE 53,4,0.6483
FUE 54,4,0.29035
FUE 55,4,0.62554
FUE 56,4,0.29575
FUE 57,4,0.4661
FUE 58,4,0.30312
FUE 59,4,0.24336
FUE 60,4,0.27216
FUE 61,5,0.50216
FUE 62,5,0.089562
FUE 63,5,0.68724
FUE 64,5,0.62239
FUE 65,5,0.036258
FUE 66,5,0.63456
FUE 67,5,0.67294
FUE 68,5,0.70532
FUE 69,5,0.71876
FUE 70,5,0.80313
FUE 71,5,0.21806
FUE 72,5,0.88502
FUE 73,5,0.71611
FUE 74,5,0.98533
FUE 75,5,0.070192
FUE 76,6,0.096549
FUE 77,6,0.0079869
FUE 78,6,0.88217
FUE 79,6,0.068714
FUE 80,6,0.41839
FUE 81,6,0.54142
FUE 82,6,0.16514
FUE 83,6,0.92517
FUE 84,6,0.83664
FUE 85,6,0.8461
FUE 86,6,0.70208
FUE 87,6,0.97446
FUE 88,6,0.40247
FUE 89,6,0.51377
FUE 90,6,0.39029
