,FBS,Bid
FUE 1,1,0.8371
FUE 2,1,0.7617
FUE 3,1,0.98724
FUE 4,1,0.711
FUE 5,1,0.34484
FUE 6,1,0.53759
FUE 7,1,0.74418
FUE 8,1,0.92939
FUE 9,2,0.1284
FUE 10,2,0.22099
FUE 11,2,0.32801
FUE 12,2,0.33814
FUE 13,2,0.8673
FUE 14,2,0.67572
FUE 15,2,0.016983
FUE 16,2,0.51744
FUE 17,3,0.5123
FUE 18,3,0.39604
FUE 19,3,0.92071
FUE 20,3,0.99176
FUE 21,3,0.5547
FUE 22,3,0.5708
FUE 23,3,0.23213
FUE 24,3,0.79821
FUE 25,4,0.23784
FUE 26,4,0.57331
FUE 27,4,0.61943
FUE 28,4,0.45373
FUE 29,4,0.75441
FUE 30,4,0.56587
FUE 31,4,0.77787
FUE 32,4,0.73419
FUE 33,5,0.96541
FUE 34,5,0.763
FUE 35,5,0.56686
FUE 36,5,0.59969
FUE 37,5,0.59128
FUE 38,5,0.96165
FUE 39,5,0.44162
FUE 40,5,0.69248
FUE 41,6,0.23586
FUE 42,6,0.77061
FUE 43,6,0.16
FUE 44,6,0.078655
FUE 45,6,0.31066
FUE 46,6,0.32425
FUE 47,6,0.1769
FUE 48,6,0.24601
