,FBS,Bid
FUE 1,1,0.22512
FUE 2,1,0.38675
FUE 3,1,0.41869
FUE 4,1,0.93579
FUE 5,1,0.10555
FUE 6,1,0.53129
FUE 7,1,0.62119
FUE 8,1,0.28034
FUE 9,2,0.19776
FUE 10,2,0.40839
FUE 11,2,0.3626
FUE 12,2,0.1619
FUE 13,2,0.89353
FUE 14,2,0.44048
FUE 15,2,0.67031
FUE 16,2,0.21043
FUE 17,3,0.47115
FUE 18,3,0.049914
FUE 19,3,0.49593
FUE 20,3,0.26972
FUE 21,3,0.68417
FUE 22,3,0.748
FUE 23,3,0.39164
FUE 24,3,0.55883
FUE 25,4,0.73225
FUE 26,4,0.61162
FUE 27,4,0.58123
FUE 28,4,0.070604
FUE 29,4,0.37425
FUE 30,4,0.03359
FUE 31,4,0.40614
FUE 32,4,0.65796
FUE 33,5,0.57524
FUE 34,5,0.97596
FUE 35,5,0.44164
FUE 36,5,0.77784
FUE 37,5,0.56946
FUE 38,5,0.0211
FUE 39,5,0.51227
FUE 40,5,0.40755
FUE 41,6,0.21984
FUE 42,6,0.23046
FUE 43,6,0.43855
FUE 44,6,0.91989
FUE 45,6,0.31904
FUE 46,6,0.28433
FUE 47,6,0.36378
FUE 48,6,0.49932
