,FBS,Bid
FUE 1,1,0.26404
FUE 2,1,0.54054
FUE 3,1,0.3784
FUE 4,1,0.088944
FUE 5,1,0.70192
FUE 6,1,0.37348
FUE 7,1,0.6085
FUE 8,1,0.32629
FUE 9,1,0.54213
FUE 10,1,0.76872
FUE 11,2,0.41334
FUE 12,2,0.27203
FUE 13,2,0.21329
FUE 14,2,0.46636
FUE 15,2,0.61752
FUE 16,2,0.51043
FUE 17,2,0.28011
FUE 18,2,0.36658
FUE 19,2,0.8223
FUE 20,2,0.95538
FUE 21,3,0.09967
FUE 22,3,0.43117
FUE 23,3,0.91445
FUE 24,3,0.85673
FUE 25,3,0.76764
FUE 26,3,0.050341
FUE 27,3,0.91488
FUE 28,3,0.31027
FUE 29,3,0.1866
FUE 30,3,0.65529
FUE 31,4,0.80387
FUE 32,4,0.71087
FUE 33,4,0.86354
FUE 34,4,0.18096
FUE 35,4,0.050548
FUE 36,4,0.72575
FUE 37,4,0.77947
FUE 38,4,0.26714
FUE 39,4,0.59151
FUE 40,4,0.18157
FUE 41,5,0.65892
FUE 42,5,0.42913
FUE 43,5,0.97256
FUE 44,5,0.42197
FUE 45,5,0.22467
FUE 46,5,0.80789
FUE 47,5,0.6127
FUE 48,5,0.014259
FUE 49,5,0.75635
FUE 50,5,0.24593
FUE 51,6,0.58643
FUE 52,6,0.40125
FUE 53,6,0.15627
FUE 54,6,0.69849
FUE 55,6,0.8263
FUE 56,6,0.106
FUE 57,6,0.23576
FUE 58,6,0.65684
FUE 59,6,0.70718
FUE 60,6,0.29322
