,FBS,Bid
FUE 1,1,0.63265
FUE 2,1,0.49417
FUE 3,1,0.47741
FUE 4,1,0.77801
FUE 5,1,0.92285
FUE 6,1,0.30263
FUE 7,1,0.64731
FUE 8,1,0.09347
FUE 9,1,0.15231
FUE 10,1,0.84261
FUE 11,2,0.1393
FUE 12,2,0.94558
FUE 13,2,0.36097
FUE 14,2,0.70191
FUE 15,2,0.44331
FUE 16,2,0.63989
FUE 17,2,0.6919
FUE 18,2,0.20595
FUE 19,2,0.14727
FUE 20,2,0.3939
FUE 21,3,0.02335
FUE 22,3,0.22378
FUE 23,3,0.049228
FUE 24,3,0.37812
FUE 25,3,0.71562
FUE 26,3,0.71108
FUE 27,3,0.7039
FUE 28,3,0.56382
FUE 29,3,0.19072
FUE 30,3,0.77233
FUE 31,4,0.43797
FUE 32,4,0.26517
FUE 33,4,0.35573
FUE 34,4,0.87204
FUE 35,4,0.19465
FUE 36,4,0.85605
FUE 37,4,0.81838
FUE 38,4,0.75347
FUE 39,4,0.39405
FUE 40,4,0.33478
FUE 41,5,0.57543
FUE 42,5,0.31257
FUE 43,5,0.68444
FUE 44,5,0.63215
FUE 45,5,0.59347
FUE 46,5,0.20202
FUE 47,5,0.47546
FUE 48,5,0.23583
FUE 49,5,0.45351
FUE 50,5,0.90164
FUE 51,6,0.56659
FUE 52,6,0.071139
FUE 53,6,0.37625
FUE 54,6,0.9424
FUE 55,6,0.97508
FUE 56,6,0.39363
FUE 57,6,0.098555
FUE 58,6,0.64807
FUE 59,6,0.38424
FUE 60,6,0.68891
