,FBS,Bid
FUE 1,1,0.40036
FUE 2,1,0.31645
FUE 3,1,0.094329
FUE 4,1,0.15982
FUE 5,1,0.094766
FUE 6,1,0.99847
FUE 7,1,0.43855
FUE 8,1,0.020059
FUE 9,1,0.53267
FUE 10,1,0.14271
FUE 11,1,0.098553
FUE 12,1,0.67536
FUE 13,2,0.24995
FUE 14,2,0.18436
FUE 15,2,0.70516
FUE 16,2,0.37493
FUE 17,2,0.54725
FUE 18,2,0.23221
FUE 19,2,0.20937
FUE 20,2,0.13409
FUE 21,2,0.41467
FUE 22,2,0.58272
FUE 23,2,0.51113
FUE 24,2,0.85788
FUE 25,3,0.96711
FUE 26,3,0.10868
FUE 27,3,0.64901
FUE 28,3,0.67233
FUE 29,3,0.50494
FUE 30,3,0.68089
FUE 31,3,0.16216
FUE 32,3,0.67927
FUE 33,3,0.96086
FUE 34,3,0.72736
FUE 35,3,0.74527
FUE 36,3,0.81228
FUE 37,4,0.029153
FUE 38,4,0.82747
FUE 39,4,0.76026
FUE 40,4,0.62232
FUE 41,4,0.82367
FUE 42,4,0.96921
FUE 43,4,0.44951
FUE 44,4,0.083069
FUE 45,4,0.70524
FUE 46,4,0.15217
FUE 47,4,0.66632
FUE 48,4,0.5233
FUE 49,5,0.86407
FUE 50,5,0.57743
FUE 51,5,0.78878
FUE 52,5,0.39388
FUE 53,5,0.091021
FUE 54,5,0.851
FUE 55,5,0.41383
FUE 56,5,0.65404
FUE 57,5,0.42487
FUE 58,5,0.17115
FUE 59,5,0.060423
FUE 60,5,0.27798
FUE 61,6,0.64008
FUE 62,6,0.20358
FUE 63,6,0.81955
FUE 64,6,0.61806
FUE 65,6,0.55016
FUE 66,6,0.46862
FUE 67,6,0.63535
FUE 68,6,0.38905
FUE 69,6,0.020887
FUE 70,6,0.030832
FUE 71,6,0.052661
FUE 72,6,0.21902
