,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 2,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 3,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 4,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 5,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 6,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 7,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 8,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 9,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 10,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 11,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 12,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 13,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 14,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 15,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 16,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 17,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 18,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 19,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 20,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 21,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 22,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 23,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 24,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 25,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 26,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 27,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
FUE 28,0.62647,0.03013,0.64227,0.83816,0.39514,0.43734,0.084883,0.58138,0.87168,0.20691,0.09461,0.18795,0.66784,0.73242,0.63101,0.46821,0.31436,0.64147,0.56203,0.66373,0.12488,0.67403,0.68031,0.93012,0.82882,0.1781,0.94924,0.19962,0.21768,0.0085219,0.30063,0.27447,0.58645,0.39655,0.1864,0.39282
