,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,56.5629,56.5591,56.524,56.3827,56.3271,56.0172,56.0121,55.9544,55.9802,52.9951,54.8118,55.5543,49.9581,49.2943,55.1388,53.0952,51.7965,46.8515,49.6565,47.3724,54.0071,48.5328,51.7459,54.6564,54.7994,54.7251,40.9163,54.5459,47.2668,41.9375,53.4493,36.0434,53.8872,48.1892,50.3518,40.3923
FUE 2,67.2943,67.2909,67.2591,67.1311,67.0806,66.7982,66.7935,66.7408,66.7644,63.9673,65.6842,66.3732,61.0292,60.3794,65.9887,64.0628,62.8158,57.9734,60.7342,58.488,64.9286,59.6316,62.767,65.5389,65.6726,65.6032,52.0747,65.4354,58.3837,53.0926,64.4001,47.2103,64.8152,59.2934,61.4135,51.5521
FUE 3,68.473,68.4692,68.4341,68.2928,68.2372,67.9273,67.9222,67.8645,67.8903,64.9053,66.722,67.4645,61.8684,61.2046,67.049,65.0054,63.7068,58.7619,61.5668,59.2828,65.9173,60.4431,63.6562,66.5666,66.7096,66.6353,52.8267,66.4561,59.1771,53.8478,65.3595,47.9537,65.7974,60.0995,62.2621,52.3026
FUE 4,62.5042,62.5006,62.4665,62.3294,62.2754,61.9742,61.9692,61.913,61.9382,59.0113,60.7973,61.5232,56.0042,55.3446,61.1173,59.11,57.827,52.9128,55.7046,53.4318,60.0078,54.5872,57.777,60.645,60.7852,60.7124,46.9885,60.5367,53.3266,48.0086,59.459,42.118,59.8898,54.2452,56.3951,46.4648
FUE 5,61.1441,61.1409,61.1117,60.9937,60.9471,60.6857,60.6814,60.6324,60.6543,58.0075,59.6432,60.2901,55.1534,54.5158,59.9298,58.0993,56.8956,52.1421,54.8642,52.6513,58.9271,53.78,56.8482,59.506,59.6323,59.5668,46.2761,59.4082,52.5481,47.291,58.4227,41.4193,58.8192,53.4466,55.5296,45.7548
FUE 6,57.2227,57.2186,57.181,57.03,56.9706,56.6408,56.6353,56.5741,56.6015,53.4858,55.3706,56.1508,50.3838,49.7109,55.7134,53.5889,52.2559,47.2447,50.0779,47.7696,54.5321,48.9407,52.2042,55.2082,55.3577,55.28,41.2866,55.0928,47.6631,42.3098,53.9544,36.4083,54.4076,48.5936,50.7835,40.7616
FUE 7,63.7606,63.7571,63.7248,63.5946,63.5433,63.2564,63.2516,63.1981,63.222,60.3934,62.1272,62.8252,57.4383,56.7861,62.4355,60.4898,59.2339,54.3736,57.1422,54.8894,61.3634,56.0359,59.1848,61.9802,62.1155,62.0453,48.4686,61.8756,54.7848,49.487,60.8299,43.6026,61.2489,55.6968,57.8243,47.9457
FUE 8,59.9206,59.9156,59.8699,59.6873,59.6159,59.2226,59.2161,59.1437,59.1761,55.6735,57.7544,58.6482,52.3951,51.6985,58.1442,55.7851,54.3575,49.1716,52.078,49.7066,56.817,50.9054,54.3027,57.5711,57.7398,57.652,43.1548,57.4414,49.5979,44.1833,56.1825,38.2633,56.6796,50.5492,52.8109,42.6277
FUE 9,74.0364,74.0322,73.9934,73.8376,73.7764,73.4369,73.4312,73.3683,73.3964,70.2188,72.1356,72.9338,67.0871,66.4101,72.4859,70.3234,68.9745,63.9334,66.7793,64.46,71.2812,65.636,68.9223,71.9698,72.1224,72.0431,57.965,71.8522,64.3531,58.9891,70.6941,53.0844,71.1546,65.2873,67.4896,57.4396
FUE 10,55.3368,55.3332,55.2997,55.165,55.1119,54.8156,54.8107,54.7555,54.7802,51.8867,53.655,54.3714,48.8971,48.2399,53.971,51.9846,50.7107,45.8146,48.5986,46.3325,52.8742,47.485,50.661,53.5045,53.643,53.5711,39.8966,53.3974,46.2275,40.9162,52.3306,35.0277,52.7574,47.1439,49.2863,39.3733
