,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,76.6436,76.641,76.6231,76.5863,76.5808,76.4455,76.2035,76.0873,76.3069,76.4303,76.1683,76.372,75.2927,73.2128,74.9702,64.979,73.4557,59.5153,74.6181,55.2838,61.3807,55.1185,71.6558,46.7192,69.4618,63.7787,73.4284,65.353,73.3925,73.3051,73.4263,73.1298,73.0231,50.2063,47.6189,58.6201
FUE 2,70.2414,70.2384,70.2173,70.174,70.1675,70.0088,69.7271,69.5927,69.8471,69.991,69.6863,69.923,68.6876,66.4057,68.3264,57.9071,66.6671,52.4109,67.9355,48.1715,54.2832,48.006,64.7529,39.6027,62.4727,56.6958,66.6377,58.2852,66.599,66.5048,66.6354,66.3166,66.2022,43.0907,40.5026,51.5134
FUE 3,56.9126,56.9105,56.896,56.8662,56.8617,56.7517,56.5533,56.4573,56.6383,56.7392,56.5243,56.6916,55.7897,53.961,55.5133,46.1006,54.1797,40.6865,55.2083,36.4674,42.5412,36.3023,52.5327,27.9092,50.4606,44.917,54.1552,46.4684,54.123,54.0442,54.1533,53.886,53.7893,31.3951,28.8087,39.795
FUE 4,54.9196,54.9176,54.9041,54.8761,54.8719,54.7685,54.5817,54.4911,54.6617,54.7568,54.5543,54.712,53.8581,52.1022,53.5947,44.3604,52.3136,38.9631,53.3031,34.7482,40.8142,34.5832,50.7132,26.1922,48.6799,43.1824,52.29,44.7261,52.2588,52.1826,52.2882,52.0295,51.9359,29.6776,27.0916,38.0728
FUE 5,75.6868,75.684,75.6649,75.6257,75.6197,75.4755,75.2182,75.0949,75.3279,75.4592,75.1808,75.3972,74.2571,72.0965,73.9193,63.7534,72.3468,58.276,73.5517,54.0412,60.1443,53.8758,70.5004,45.4748,68.2708,62.5485,72.3187,64.1291,72.2817,72.1915,72.3165,72.011,71.9011,48.9623,46.3746,57.3798
FUE 6,67.1823,67.1791,67.1575,67.113,67.1063,66.9432,66.6542,66.5164,66.7772,66.925,66.6124,66.8551,65.5914,63.2745,65.2233,54.7329,63.539,49.2317,64.8256,44.9911,51.105,44.8255,61.6058,36.4216,59.3117,53.5199,63.5093,55.1116,63.4701,63.3748,63.507,63.1844,63.0688,39.9097,37.3215,48.3338
FUE 7,88.5337,88.5309,88.5116,88.4719,88.4659,88.3202,88.0603,87.9359,88.1712,88.3038,88.0226,88.2411,87.0911,84.9175,86.7508,76.5573,85.169,71.0778,86.3807,66.8425,72.9466,66.6771,83.3152,58.2759,81.0801,75.3517,85.1407,76.9333,85.1036,85.0129,85.1386,84.8316,84.7213,61.7634,59.1756,70.1815
FUE 8,109.7753,109.7726,109.7538,109.7152,109.7093,109.5673,109.3138,109.1923,109.422,109.5514,109.277,109.4903,108.3652,106.2244,108.0312,97.9077,106.4729,92.4336,107.6674,88.1996,94.3012,88.0342,104.6378,79.6336,102.4168,96.7039,106.445,98.283,106.4083,106.3188,106.4429,106.1396,106.0304,83.121,80.5334,91.5377
FUE 9,65.2267,65.2236,65.2025,65.159,65.1524,64.9931,64.7103,64.5754,64.8308,64.9752,64.6694,64.907,63.6674,61.3803,63.3051,52.8752,61.6421,47.3783,62.9132,43.1387,49.2507,42.9732,59.7251,34.5698,57.4428,51.6637,61.6127,53.2534,61.5739,61.4796,61.6104,61.291,61.1765,38.0578,35.4697,46.4807
FUE 10,67.4607,67.4582,67.4351,67.3984,67.4166,67.3443,67.2016,67.1201,67.266,67.1159,66.7324,66.9605,66.8781,63.4916,63.0488,64.0425,57.2022,61.8143,65.5468,61.174,63.1177,59.6211,64.9896,58.5099,38.9984,63.2536,60.1489,63.4293,60.5762,64.765,64.71,59.9941,64.5144,60.2472,55.555,50.006
FUE 11,60.7083,60.7061,60.6848,60.651,60.6678,60.6012,60.4695,60.3941,60.529,60.3902,60.0341,60.2462,60.1697,56.9528,56.5243,57.484,50.777,55.3227,58.9203,54.6962,56.591,53.1696,58.3909,52.0723,32.6082,56.7227,53.6895,56.8926,54.1097,58.1766,58.1241,53.5372,57.9369,53.7863,49.141,43.6095
FUE 12,57.7527,57.7504,57.7282,57.6931,57.7106,57.6413,57.5046,57.4265,57.5664,57.4225,57.0538,57.2732,57.194,53.8987,53.4636,54.4391,47.6696,52.2465,55.907,51.6136,53.5313,50.0746,55.3647,48.9707,29.4842,53.665,50.5982,53.8376,51.0217,55.1456,55.092,50.4447,54.9009,50.6957,46.0282,40.4884
FUE 13,56.4133,56.4104,56.3823,56.3379,56.36,56.2725,56.101,56.0035,56.1783,55.9985,55.5443,55.8136,55.7161,51.9221,51.4476,52.5178,45.3878,50.1405,54.1813,49.4704,51.5211,47.8616,53.5579,46.7213,27.1126,51.6666,48.4061,51.8551,48.8486,53.3092,53.2485,48.2462,53.0332,48.5078,43.7176,38.1328
FUE 14,57.3481,57.346,57.3267,57.296,57.3113,57.2507,57.1309,57.0621,57.1851,57.0586,56.7323,56.9269,56.8568,53.833,53.4215,54.3409,47.796,52.2596,55.6986,51.65,53.4857,50.1558,55.2011,49.0758,29.6715,53.6122,50.6658,53.7753,51.0772,54.9986,54.9489,50.5165,54.7716,50.7607,46.174,40.6648
FUE 15,63.6241,63.621,63.5918,63.5457,63.5686,63.4779,63.3,63.1991,63.3802,63.1939,62.7246,63.0026,62.9019,59.0256,58.545,59.6299,52.4462,57.2244,61.3249,56.5488,58.6195,54.9298,60.6882,53.7843,34.1583,58.7668,55.4773,58.9577,55.9226,60.4347,60.3729,55.3165,60.1538,55.5797,50.7718,45.1807
