,FBS,Bid
FUE 1,1,0.84167
FUE 2,1,0.56968
FUE 3,1,0.56087
FUE 4,1,0.52154
FUE 5,1,0.25786
FUE 6,1,0.81838
FUE 7,1,0.14529
FUE 8,1,0.13257
FUE 9,1,0.50887
FUE 10,1,0.20457
FUE 11,2,0.21363
FUE 12,2,0.18169
FUE 13,2,0.16752
FUE 14,2,0.020505
FUE 15,2,0.91545
FUE 16,2,0.0035143
FUE 17,2,0.6651
FUE 18,2,0.26124
FUE 19,2,0.31184
FUE 20,2,0.76653
FUE 21,3,0.37972
FUE 22,3,0.72966
FUE 23,3,0.5207
FUE 24,3,0.27875
FUE 25,3,0.49424
FUE 26,3,0.59994
FUE 27,3,0.81306
FUE 28,3,0.34233
FUE 29,3,0.26628
FUE 30,3,0.13072
FUE 31,4,0.67197
FUE 32,4,0.19179
FUE 33,4,0.57459
FUE 34,4,0.049955
FUE 35,4,0.3052
FUE 36,4,0.057935
FUE 37,4,0.33969
FUE 38,4,0.069699
FUE 39,4,0.069814
FUE 40,4,0.47349
FUE 41,5,0.012434
FUE 42,5,0.09811
FUE 43,5,0.27714
FUE 44,5,0.54334
FUE 45,5,0.17013
FUE 46,5,0.17385
FUE 47,5,0.58979
FUE 48,5,0.65297
FUE 49,5,0.54555
FUE 50,5,0.73993
FUE 51,6,0.21751
FUE 52,6,0.29829
FUE 53,6,0.71589
FUE 54,6,0.15696
FUE 55,6,0.58508
FUE 56,6,0.064186
FUE 57,6,0.40943
FUE 58,6,0.36851
FUE 59,6,0.56661
FUE 60,6,0.90977
