,FBS,Bid
FUE 1,1,0.59433
FUE 2,1,0.26313
FUE 3,1,0.49575
FUE 4,1,0.99142
FUE 5,1,0.13457
FUE 6,1,0.33067
FUE 7,1,0.015132
FUE 8,1,0.81035
FUE 9,2,0.7276
FUE 10,2,0.80102
FUE 11,2,0.40016
FUE 12,2,0.81935
FUE 13,2,0.69218
FUE 14,2,0.91534
FUE 15,2,0.64154
FUE 16,2,0.66128
FUE 17,3,0.01346
FUE 18,3,0.86361
FUE 19,3,0.18815
FUE 20,3,0.26467
FUE 21,3,0.18118
FUE 22,3,0.53971
FUE 23,3,0.51863
FUE 24,3,0.70087
FUE 25,4,0.78457
FUE 26,4,0.25552
FUE 27,4,0.91512
FUE 28,4,0.32759
FUE 29,4,0.17657
FUE 30,4,0.22891
FUE 31,4,0.13954
FUE 32,4,0.57475
FUE 33,5,0.64218
FUE 34,5,0.24903
FUE 35,5,0.59022
FUE 36,5,0.36069
FUE 37,5,0.71958
FUE 38,5,0.33557
FUE 39,5,0.47802
FUE 40,5,0.22384
FUE 41,6,0.42442
FUE 42,6,0.6218
FUE 43,6,0.091272
FUE 44,6,0.14916
FUE 45,6,0.14953
FUE 46,6,0.088774
FUE 47,6,0.67797
FUE 48,6,0.55287
