,FBS,Bid
FUE 1,1,0.71923
FUE 2,1,0.46406
FUE 3,1,0.93449
FUE 4,1,0.62733
FUE 5,1,0.55595
FUE 6,1,0.69837
FUE 7,1,0.25089
FUE 8,1,0.35765
FUE 9,1,0.45506
FUE 10,1,0.7874
FUE 11,2,0.90234
FUE 12,2,0.6622
FUE 13,2,0.3447
FUE 14,2,0.97919
FUE 15,2,0.56038
FUE 16,2,0.34273
FUE 17,2,0.61807
FUE 18,2,0.19259
FUE 19,2,0.68669
FUE 20,2,0.74552
FUE 21,3,0.99865
FUE 22,3,0.18407
FUE 23,3,0.029354
FUE 24,3,0.23073
FUE 25,3,0.1116
FUE 26,3,0.58759
FUE 27,3,0.25544
FUE 28,3,0.10056
FUE 29,3,0.5977
FUE 30,3,0.72515
FUE 31,4,0.61183
FUE 32,4,0.69585
FUE 33,4,0.52148
FUE 34,4,0.64285
FUE 35,4,0.64102
FUE 36,4,0.018309
FUE 37,4,0.72459
FUE 38,4,0.34689
FUE 39,4,0.73479
FUE 40,4,0.38343
FUE 41,5,0.41607
FUE 42,5,0.28887
FUE 43,5,0.37661
FUE 44,5,0.66609
FUE 45,5,0.94092
FUE 46,5,0.045706
FUE 47,5,0.11524
FUE 48,5,0.31051
FUE 49,5,0.1903
FUE 50,5,0.091963
FUE 51,6,0.053608
FUE 52,6,0.44555
FUE 53,6,0.43019
FUE 54,6,0.008744
FUE 55,6,0.80332
FUE 56,6,0.25209
FUE 57,6,0.069615
FUE 58,6,0.92895
FUE 59,6,0.77639
FUE 60,6,0.45648
