,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,56.2992,56.2903,56.2816,56.2344,56.136,56.2148,55.9079,55.7699,55.7167,53.0367,53.5722,53.6309,53.3699,55.2875,55.2386,47.3131,48.5542,51.0777,48.7019,37.0005,50.6475,53.9125,53.6896,46.1996,50.5074,52.7235,53.2585,53.2799,50.315,50.2442,50.2312,34.6576,51.977,51.9443,52.1336,49.8867
FUE 2,67.7908,67.7832,67.7758,67.7356,67.6515,67.7189,67.4557,67.3365,67.2904,64.8849,65.377,65.4307,65.1916,66.9159,66.8729,59.4114,60.6216,63.0481,60.7649,49.1851,62.6385,65.6871,65.4843,58.3193,62.5046,64.5949,65.0893,65.109,62.3206,62.2528,62.2403,46.8459,63.8976,63.8669,64.0446,61.9096
FUE 3,54.8084,54.8017,54.7952,54.7599,54.686,54.7452,54.5132,54.4075,54.3666,52.1713,52.6286,52.6783,52.4568,54.0321,53.9935,46.9116,48.094,50.4361,48.2335,36.7645,50.0441,52.9149,52.7278,45.8388,49.9157,51.9001,52.3617,52.3801,49.7388,49.6736,49.6616,34.4288,51.2437,51.2146,51.3825,49.3429
FUE 4,62.5885,62.581,62.5737,62.534,62.4511,62.5175,62.2577,62.14,62.0945,59.7109,60.1995,60.2527,60.0155,61.7242,61.6817,54.2589,55.4663,57.8844,55.6093,44.0403,57.4766,60.5071,60.3059,53.1686,57.3432,59.4228,59.9139,59.9335,57.1599,57.0924,57.08,41.7014,58.7297,58.6992,58.8759,56.7504
FUE 5,69.082,69.0746,69.0674,69.0283,68.9464,69.012,68.7555,68.6393,68.5943,66.2331,66.718,66.7708,66.5354,68.2284,68.1863,60.8029,62.0076,64.4171,62.1501,50.5923,64.011,67.0231,66.8235,59.7147,63.8783,65.9469,66.4346,66.454,63.6957,63.6284,63.616,48.2537,65.2581,65.2277,65.4034,63.2877
FUE 6,57.6278,57.6192,57.6109,57.5657,57.4715,57.5469,57.2526,57.1199,57.0687,54.4648,54.9884,55.0458,54.7908,56.655,56.6077,48.8075,50.0406,52.5385,50.1871,38.5172,52.1138,55.3205,55.1031,47.6995,51.9753,54.1579,54.6818,54.7028,51.7852,51.7152,51.7023,36.1751,53.4246,53.3924,53.5786,51.3614
FUE 7,74.1565,74.1496,74.1429,74.1063,74.0298,74.0911,73.851,73.7418,73.6996,71.4488,71.9155,71.9662,71.74,73.3547,73.3149,66.1307,67.3208,69.6861,67.4614,55.9614,69.2893,72.2081,72.0168,65.0525,69.1594,71.1726,71.643,71.6617,68.9806,68.9146,68.9025,53.6246,70.5051,70.4756,70.6462,68.5805
FUE 8,73.3415,73.3346,73.3279,73.2914,73.2151,73.2762,73.0367,72.9277,72.8856,70.6384,71.1044,71.1551,70.9292,72.5414,72.5017,65.324,66.5136,68.8774,66.6541,55.1561,68.4809,71.3967,71.2056,64.2461,68.3511,70.3625,70.8323,70.851,68.1724,68.1065,68.0944,52.8194,69.6957,69.6662,69.8366,67.7726
FUE 9,64.9831,64.9751,64.9674,64.9254,64.8375,64.9079,64.6331,64.5089,64.461,61.9804,62.4845,62.5397,62.2945,64.0718,64.0271,56.4354,57.6546,60.109,57.7992,46.1838,59.6935,62.8031,62.5946,55.3371,59.5579,61.6839,62.1896,62.2098,59.3715,59.3028,59.2902,43.8435,60.9727,60.9414,61.1224,58.9555
FUE 10,65.0961,65.0898,65.0837,65.0506,64.9813,65.0369,64.8188,64.7193,64.6807,62.585,63.0253,63.0731,62.8601,64.3647,64.3281,57.434,58.6018,60.9005,58.7394,47.3294,60.5174,63.3001,63.1206,56.3715,60.3918,62.3231,62.7685,62.7862,60.2186,60.1547,60.1429,44.9955,61.6869,61.6586,61.8217,59.8304
