,FBS,Bid
FUE 1,1,0.6695
FUE 2,1,0.63547
FUE 3,1,0.54285
FUE 4,1,0.25207
FUE 5,1,0.0739
FUE 6,1,0.38718
FUE 7,1,0.95467
FUE 8,1,0.024173
FUE 9,1,0.59134
FUE 10,2,0.88438
FUE 11,2,0.5819
FUE 12,2,0.71632
FUE 13,2,0.71658
FUE 14,2,0.37915
FUE 15,2,0.15427
FUE 16,2,0.1575
FUE 17,2,0.46256
FUE 18,2,0.035016
FUE 19,3,0.72649
FUE 20,3,0.75187
FUE 21,3,0.45059
FUE 22,3,0.28686
FUE 23,3,0.14233
FUE 24,3,0.4937
FUE 25,3,0.36511
FUE 26,3,0.78088
FUE 27,3,0.13942
FUE 28,4,0.74641
FUE 29,4,0.6206
FUE 30,4,0.90776
FUE 31,4,0.71788
FUE 32,4,0.11755
FUE 33,4,0.87068
FUE 34,4,0.065958
FUE 35,4,0.0013468
FUE 36,4,0.30667
FUE 37,5,0.39632
FUE 38,5,0.28592
FUE 39,5,0.64905
FUE 40,5,0.26023
FUE 41,5,0.98604
FUE 42,5,0.67291
FUE 43,5,0.66725
FUE 44,5,0.78936
FUE 45,5,0.069405
FUE 46,6,0.24325
FUE 47,6,0.50987
FUE 48,6,0.86573
FUE 49,6,0.99739
FUE 50,6,0.60983
FUE 51,6,0.02318
FUE 52,6,0.90563
FUE 53,6,0.78738
FUE 54,6,0.50855
