,FBS,Bid
FUE 1,1,0.24781
FUE 2,1,0.9137
FUE 3,1,0.045049
FUE 4,1,0.013962
FUE 5,1,0.64669
FUE 6,1,0.71118
FUE 7,1,0.68304
FUE 8,1,0.71055
FUE 9,1,0.64407
FUE 10,1,0.45629
FUE 11,1,0.16346
FUE 12,1,0.79765
FUE 13,1,0.30422
FUE 14,1,0.43471
FUE 15,1,0.24147
FUE 16,2,0.31682
FUE 17,2,0.12494
FUE 18,2,0.94538
FUE 19,2,0.054833
FUE 20,2,0.46018
FUE 21,2,0.95312
FUE 22,2,0.10938
FUE 23,2,0.6925
FUE 24,2,0.0032588
FUE 25,2,0.98037
FUE 26,2,0.15529
FUE 27,2,0.80573
FUE 28,2,0.93849
FUE 29,2,0.43081
FUE 30,2,0.74391
FUE 31,3,0.99531
FUE 32,3,0.0061749
FUE 33,3,0.64729
FUE 34,3,0.99001
FUE 35,3,0.55571
FUE 36,3,0.90936
FUE 37,3,0.48201
FUE 38,3,0.27081
FUE 39,3,0.70717
FUE 40,3,0.73846
FUE 41,3,0.5769
FUE 42,3,0.34414
FUE 43,3,0.7007
FUE 44,3,0.58183
FUE 45,3,0.30952
FUE 46,4,0.52267
FUE 47,4,0.97147
FUE 48,4,0.94767
FUE 49,4,0.58733
FUE 50,4,0.37956
FUE 51,4,0.85067
FUE 52,4,0.44012
FUE 53,4,0.69665
FUE 54,4,0.31535
FUE 55,4,0.20903
FUE 56,4,0.0064025
FUE 57,4,0.070771
FUE 58,4,0.062303
FUE 59,4,0.67136
FUE 60,4,0.80784
FUE 61,5,0.39902
FUE 62,5,0.26543
FUE 63,5,0.095441
FUE 64,5,0.32751
FUE 65,5,0.11319
FUE 66,5,0.7804
FUE 67,5,0.60016
FUE 68,5,0.49273
FUE 69,5,0.17267
FUE 70,5,0.63297
FUE 71,5,0.10927
FUE 72,5,0.37946
FUE 73,5,0.056098
FUE 74,5,0.029907
FUE 75,5,0.86774
FUE 76,6,0.66142
FUE 77,6,0.5245
FUE 78,6,0.34928
FUE 79,6,0.44983
FUE 80,6,0.3822
FUE 81,6,0.45992
FUE 82,6,0.93046
FUE 83,6,0.56775
FUE 84,6,0.80263
FUE 85,6,0.33916
FUE 86,6,0.56127
FUE 87,6,0.08482
FUE 88,6,0.53849
FUE 89,6,0.3503
FUE 90,6,0.10035
