,FBS,Bid
FUE 1,1,0.76145
FUE 2,1,0.18338
FUE 3,1,0.1429
FUE 4,1,0.75787
FUE 5,1,0.1791
FUE 6,1,0.93795
FUE 7,1,0.20825
FUE 8,1,0.28512
FUE 9,1,0.97872
FUE 10,2,0.47526
FUE 11,2,0.26951
FUE 12,2,0.040873
FUE 13,2,0.7548
FUE 14,2,0.24551
FUE 15,2,0.90473
FUE 16,2,0.46039
FUE 17,2,0.72214
FUE 18,2,0.058838
FUE 19,3,0.011794
FUE 20,3,0.40026
FUE 21,3,0.99513
FUE 22,3,0.93533
FUE 23,3,0.72414
FUE 24,3,0.94093
FUE 25,3,0.2775
FUE 26,3,0.3946
FUE 27,3,0.2385
FUE 28,4,0.77615
FUE 29,4,0.067588
FUE 30,4,0.49571
FUE 31,4,0.087496
FUE 32,4,0.62156
FUE 33,4,0.31667
FUE 34,4,0.092177
FUE 35,4,0.91895
FUE 36,4,0.13853
FUE 37,5,0.99786
FUE 38,5,0.8451
FUE 39,5,0.68746
FUE 40,5,0.93175
FUE 41,5,0.57194
FUE 42,5,0.28826
FUE 43,5,0.607
FUE 44,5,0.46111
FUE 45,5,0.23679
FUE 46,6,0.83037
FUE 47,6,0.27999
FUE 48,6,0.87412
FUE 49,6,0.10642
FUE 50,6,0.15229
FUE 51,6,0.72078
FUE 52,6,0.058158
FUE 53,6,0.019472
FUE 54,6,0.32154
