,FBS,Bid
FUE 1,1,0.48817
FUE 2,1,0.91621
FUE 3,1,0.19943
FUE 4,1,0.48692
FUE 5,1,0.60122
FUE 6,1,0.55746
FUE 7,1,0.87295
FUE 8,1,0.74221
FUE 9,1,0.32514
FUE 10,2,0.043533
FUE 11,2,0.35441
FUE 12,2,0.75982
FUE 13,2,0.96678
FUE 14,2,0.77118
FUE 15,2,0.28573
FUE 16,2,0.36258
FUE 17,2,0.73546
FUE 18,2,0.22507
FUE 19,3,0.90627
FUE 20,3,0.016681
FUE 21,3,0.7807
FUE 22,3,0.62803
FUE 23,3,0.47603
FUE 24,3,0.00097721
FUE 25,3,0.073515
FUE 26,3,0.45856
FUE 27,3,0.5922
FUE 28,4,0.41725
FUE 29,4,0.70239
FUE 30,4,0.6946
FUE 31,4,0.6175
FUE 32,4,0.40903
FUE 33,4,0.36093
FUE 34,4,0.012957
FUE 35,4,0.96519
FUE 36,4,0.14037
FUE 37,5,0.21987
FUE 38,5,0.31378
FUE 39,5,0.89
FUE 40,5,0.11327
FUE 41,5,0.16009
FUE 42,5,0.052484
FUE 43,5,0.80657
FUE 44,5,0.82019
FUE 45,5,0.34796
FUE 46,6,0.9971
FUE 47,6,0.27819
FUE 48,6,0.48421
FUE 49,6,0.78323
FUE 50,6,0.16072
FUE 51,6,0.87119
FUE 52,6,0.76493
FUE 53,6,0.49404
FUE 54,6,0.60035
