,FBS,Bid
FUE 1,1,0.016718
FUE 2,1,0.64408
FUE 3,1,0.44421
FUE 4,1,0.40919
FUE 5,1,0.56195
FUE 6,1,0.1369
FUE 7,1,0.19312
FUE 8,1,0.22782
FUE 9,1,0.80894
FUE 10,1,0.39594
FUE 11,1,0.44381
FUE 12,2,0.79205
FUE 13,2,0.41048
FUE 14,2,0.61418
FUE 15,2,0.61622
FUE 16,2,0.95508
FUE 17,2,0.3155
FUE 18,2,0.03496
FUE 19,2,0.84433
FUE 20,2,0.29434
FUE 21,2,0.40594
FUE 22,2,0.037558
FUE 23,3,0.61332
FUE 24,3,0.79886
FUE 25,3,0.38971
FUE 26,3,0.011017
FUE 27,3,0.61058
FUE 28,3,0.69716
FUE 29,3,0.77428
FUE 30,3,0.49263
FUE 31,3,0.12803
FUE 32,3,0.17977
FUE 33,3,0.21883
FUE 34,4,0.70425
FUE 35,4,0.86977
FUE 36,4,0.1078
FUE 37,4,0.321
FUE 38,4,0.87629
FUE 39,4,0.10276
FUE 40,4,0.59752
FUE 41,4,0.29857
FUE 42,4,0.49901
FUE 43,4,0.28847
FUE 44,4,0.51035
FUE 45,5,0.77213
FUE 46,5,0.24723
FUE 47,5,0.99525
FUE 48,5,0.68126
FUE 49,5,0.53846
FUE 50,5,0.38702
FUE 51,5,0.79772
FUE 52,5,0.83949
FUE 53,5,0.90539
FUE 54,5,0.052272
FUE 55,5,0.30343
FUE 56,6,0.77563
FUE 57,6,0.46458
FUE 58,6,0.25128
FUE 59,6,0.67131
FUE 60,6,0.49303
FUE 61,6,0.17033
FUE 62,6,0.42462
FUE 63,6,0.88657
FUE 64,6,0.40925
FUE 65,6,0.18793
FUE 66,6,0.67301
