,FBS,Bid
FUE 1,1,0.48178
FUE 2,1,0.44588
FUE 3,1,0.79818
FUE 4,1,0.52894
FUE 5,1,0.66884
FUE 6,1,0.48334
FUE 7,1,0.33269
FUE 8,1,0.2588
FUE 9,2,0.9737
FUE 10,2,0.26436
FUE 11,2,0.78994
FUE 12,2,0.49707
FUE 13,2,0.32079
FUE 14,2,0.61628
FUE 15,2,0.0068941
FUE 16,2,0.062934
FUE 17,3,0.92002
FUE 18,3,0.90616
FUE 19,3,0.83154
FUE 20,3,0.91367
FUE 21,3,0.67916
FUE 22,3,0.77706
FUE 23,3,0.69367
FUE 24,3,0.19886
FUE 25,4,0.45239
FUE 26,4,0.78889
FUE 27,4,0.0019245
FUE 28,4,0.55558
FUE 29,4,0.43325
FUE 30,4,0.058416
FUE 31,4,0.44196
FUE 32,4,0.83959
FUE 33,5,0.61826
FUE 34,5,0.74159
FUE 35,5,0.93564
FUE 36,5,0.32531
FUE 37,5,0.74599
FUE 38,5,0.8729
FUE 39,5,0.43329
FUE 40,5,0.52156
FUE 41,6,0.65266
FUE 42,6,0.46901
FUE 43,6,0.1833
FUE 44,6,0.226
FUE 45,6,0.41196
FUE 46,6,0.015292
FUE 47,6,0.75067
FUE 48,6,0.062123
