,FBS,Bid
FUE 1,1,0.9811
FUE 2,1,0.61038
FUE 3,1,0.27526
FUE 4,1,0.42266
FUE 5,1,0.28802
FUE 6,1,0.32545
FUE 7,1,0.22592
FUE 8,1,0.64186
FUE 9,1,0.25191
FUE 10,1,0.044689
FUE 11,1,0.88849
FUE 12,2,0.68324
FUE 13,2,0.48729
FUE 14,2,0.32974
FUE 15,2,0.65499
FUE 16,2,0.37704
FUE 17,2,0.69377
FUE 18,2,0.8092
FUE 19,2,0.49118
FUE 20,2,0.33581
FUE 21,2,0.13601
FUE 22,2,0.67372
FUE 23,3,0.40707
FUE 24,3,0.50823
FUE 25,3,0.23132
FUE 26,3,0.45239
FUE 27,3,0.8749
FUE 28,3,0.26068
FUE 29,3,0.378
FUE 30,3,0.8039
FUE 31,3,0.97493
FUE 32,3,0.55109
FUE 33,3,0.53747
FUE 34,4,0.045103
FUE 35,4,0.47182
FUE 36,4,0.88971
FUE 37,4,0.78715
FUE 38,4,0.84057
FUE 39,4,0.84811
FUE 40,4,0.4189
FUE 41,4,0.12131
FUE 42,4,0.87467
FUE 43,4,0.57279
FUE 44,4,0.78553
FUE 45,5,0.42719
FUE 46,5,0.4911
FUE 47,5,0.85748
FUE 48,5,0.0021166
FUE 49,5,0.089715
FUE 50,5,0.9247
FUE 51,5,0.8103
FUE 52,5,0.32247
FUE 53,5,0.89378
FUE 54,5,0.75492
FUE 55,5,0.71083
FUE 56,6,0.78347
FUE 57,6,0.7393
FUE 58,6,0.47082
FUE 59,6,0.66246
FUE 60,6,0.81306
FUE 61,6,0.37698
FUE 62,6,0.78454
FUE 63,6,0.90018
FUE 64,6,0.30019
FUE 65,6,0.34315
FUE 66,6,0.31666
