,FBS,Bid
FUE 1,1,0.39078
FUE 2,1,0.039954
FUE 3,1,0.088476
FUE 4,1,0.9914
FUE 5,1,0.26289
FUE 6,1,0.043651
FUE 7,1,0.73825
FUE 8,1,0.35369
FUE 9,2,0.7629
FUE 10,2,0.78411
FUE 11,2,0.028289
FUE 12,2,0.80338
FUE 13,2,0.91354
FUE 14,2,0.95532
FUE 15,2,0.93679
FUE 16,2,0.88591
FUE 17,3,0.8361
FUE 18,3,0.91077
FUE 19,3,0.56804
FUE 20,3,0.88104
FUE 21,3,0.21062
FUE 22,3,0.78578
FUE 23,3,0.41951
FUE 24,3,0.63098
FUE 25,4,0.99512
FUE 26,4,0.14281
FUE 27,4,0.36887
FUE 28,4,0.016838
FUE 29,4,0.51569
FUE 30,4,0.61772
FUE 31,4,0.14702
FUE 32,4,0.10743
FUE 33,5,0.95754
FUE 34,5,0.90096
FUE 35,5,0.8016
FUE 36,5,0.088449
FUE 37,5,0.025179
FUE 38,5,0.83477
FUE 39,5,0.14735
FUE 40,5,0.92548
FUE 41,6,0.93347
FUE 42,6,0.10711
FUE 43,6,0.87761
FUE 44,6,0.40633
FUE 45,6,0.13915
FUE 46,6,0.79673
FUE 47,6,0.13291
FUE 48,6,0.4882
