,FBS,Bid
FUE 1,1,0.3539
FUE 2,1,0.81619
FUE 3,1,0.41559
FUE 4,1,0.58336
FUE 5,1,0.9828
FUE 6,1,0.71462
FUE 7,1,0.76325
FUE 8,1,0.89614
FUE 9,1,0.70039
FUE 10,1,0.76516
FUE 11,1,0.01944
FUE 12,1,0.43911
FUE 13,1,0.72255
FUE 14,2,0.2755
FUE 15,2,0.17966
FUE 16,2,0.85833
FUE 17,2,0.057124
FUE 18,2,0.2334
FUE 19,2,0.85552
FUE 20,2,0.80628
FUE 21,2,0.15072
FUE 22,2,0.33885
FUE 23,2,0.31104
FUE 24,2,0.36753
FUE 25,2,0.8127
FUE 26,2,0.19923
FUE 27,3,0.1235
FUE 28,3,0.80949
FUE 29,3,0.51861
FUE 30,3,0.61957
FUE 31,3,0.90042
FUE 32,3,0.45553
FUE 33,3,0.08571
FUE 34,3,0.17347
FUE 35,3,0.12495
FUE 36,3,0.61796
FUE 37,3,0.21805
FUE 38,3,0.61226
FUE 39,3,0.45587
FUE 40,4,0.50856
FUE 41,4,0.75218
FUE 42,4,0.68653
FUE 43,4,0.31287
FUE 44,4,0.29672
FUE 45,4,0.5231
FUE 46,4,0.08392
FUE 47,4,0.94301
FUE 48,4,0.99047
FUE 49,4,0.21446
FUE 50,4,0.74352
FUE 51,4,0.73623
FUE 52,4,0.96507
FUE 53,5,0.53998
FUE 54,5,0.95761
FUE 55,5,0.37575
FUE 56,5,0.19589
FUE 57,5,0.12452
FUE 58,5,0.8226
FUE 59,5,0.69783
FUE 60,5,0.47629
FUE 61,5,0.27673
FUE 62,5,0.84683
FUE 63,5,0.61038
FUE 64,5,0.73638
FUE 65,5,0.76656
FUE 66,6,0.70348
FUE 67,6,0.67383
FUE 68,6,0.90263
FUE 69,6,0.94334
FUE 70,6,0.11673
FUE 71,6,0.98653
FUE 72,6,0.56927
FUE 73,6,0.48951
FUE 74,6,0.32544
FUE 75,6,0.14259
FUE 76,6,0.99501
FUE 77,6,0.047613
FUE 78,6,0.72357
