,FBS,Bid
FUE 1,1,0.21544
FUE 2,1,0.9345
FUE 3,1,0.40819
FUE 4,1,0.9514
FUE 5,1,0.85526
FUE 6,1,0.2327
FUE 7,1,0.92072
FUE 8,1,0.19033
FUE 9,1,0.84687
FUE 10,1,0.75538
FUE 11,1,0.83859
FUE 12,1,0.33645
FUE 13,1,0.67483
FUE 14,2,0.21299
FUE 15,2,0.26784
FUE 16,2,0.12883
FUE 17,2,0.68705
FUE 18,2,0.50093
FUE 19,2,0.21956
FUE 20,2,0.97464
FUE 21,2,0.022101
FUE 22,2,0.46148
FUE 23,2,0.020188
FUE 24,2,0.68909
FUE 25,2,0.82554
FUE 26,2,0.42636
FUE 27,3,0.3465
FUE 28,3,0.97904
FUE 29,3,0.73669
FUE 30,3,0.73319
FUE 31,3,0.35263
FUE 32,3,0.56845
FUE 33,3,0.61747
FUE 34,3,0.23862
FUE 35,3,0.13527
FUE 36,3,0.25526
FUE 37,3,0.66152
FUE 38,3,0.5681
FUE 39,3,0.89293
FUE 40,4,0.18581
FUE 41,4,0.42193
FUE 42,4,0.037955
FUE 43,4,0.64751
FUE 44,4,0.19445
FUE 45,4,0.98793
FUE 46,4,0.96082
FUE 47,4,0.84922
FUE 48,4,0.31183
FUE 49,4,0.62584
FUE 50,4,0.32429
FUE 51,4,0.99617
FUE 52,4,0.45348
FUE 53,5,0.4666
FUE 54,5,0.33594
FUE 55,5,0.14151
FUE 56,5,0.25658
FUE 57,5,0.0059956
FUE 58,5,0.13621
FUE 59,5,0.87208
FUE 60,5,0.26807
FUE 61,5,0.21701
FUE 62,5,0.19073
FUE 63,5,0.77774
FUE 64,5,0.41633
FUE 65,5,0.42331
FUE 66,6,0.96176
FUE 67,6,0.25464
FUE 68,6,0.73236
FUE 69,6,0.60507
FUE 70,6,0.0089948
FUE 71,6,0.64361
FUE 72,6,0.8483
FUE 73,6,0.38859
FUE 74,6,0.73963
FUE 75,6,0.82789
FUE 76,6,0.37694
FUE 77,6,0.82729
FUE 78,6,0.22937
