,FBS,Bid
FUE 1,1,0.71913
FUE 2,1,0.019477
FUE 3,1,0.55479
FUE 4,1,0.67337
FUE 5,1,0.83814
FUE 6,1,0.94205
FUE 7,1,0.55299
FUE 8,1,0.67278
FUE 9,1,0.094928
FUE 10,1,0.62245
FUE 11,1,0.7548
FUE 12,1,0.2825
FUE 13,1,0.031284
FUE 14,1,0.042255
FUE 15,1,0.40195
FUE 16,2,0.18057
FUE 17,2,0.83108
FUE 18,2,0.71945
FUE 19,2,0.91973
FUE 20,2,0.56391
FUE 21,2,0.35307
FUE 22,2,0.36093
FUE 23,2,0.46404
FUE 24,2,0.83591
FUE 25,2,0.36187
FUE 26,2,0.1095
FUE 27,2,0.44633
FUE 28,2,0.57015
FUE 29,2,0.36886
FUE 30,2,0.1377
FUE 31,3,0.13413
FUE 32,3,0.01385
FUE 33,3,0.76275
FUE 34,3,0.4254
FUE 35,3,0.42812
FUE 36,3,0.18558
FUE 37,3,0.53392
FUE 38,3,0.46765
FUE 39,3,0.92715
FUE 40,3,0.97537
FUE 41,3,0.42417
FUE 42,3,0.37227
FUE 43,3,0.57304
FUE 44,3,0.6581
FUE 45,3,0.62565
FUE 46,4,0.03546
FUE 47,4,0.95017
FUE 48,4,0.99765
FUE 49,4,0.99527
FUE 50,4,0.8647
FUE 51,4,0.7563
FUE 52,4,0.001807
FUE 53,4,0.20556
FUE 54,4,0.026198
FUE 55,4,0.5347
FUE 56,4,0.54397
FUE 57,4,0.35847
FUE 58,4,0.60798
FUE 59,4,0.25168
FUE 60,4,0.34604
FUE 61,5,0.47895
FUE 62,5,0.40588
FUE 63,5,0.76425
FUE 64,5,0.25961
FUE 65,5,0.88534
FUE 66,5,0.21519
FUE 67,5,0.10863
FUE 68,5,0.82456
FUE 69,5,0.47696
FUE 70,5,0.81186
FUE 71,5,0.19144
FUE 72,5,0.48521
FUE 73,5,0.57884
FUE 74,5,0.098702
FUE 75,5,0.6852
FUE 76,6,0.83967
FUE 77,6,0.62035
FUE 78,6,0.76737
FUE 79,6,0.62721
FUE 80,6,0.0058366
FUE 81,6,0.17792
FUE 82,6,0.11881
FUE 83,6,0.74463
FUE 84,6,0.12446
FUE 85,6,0.55206
FUE 86,6,0.61285
FUE 87,6,0.57708
FUE 88,6,0.97145
FUE 89,6,0.70378
FUE 90,6,0.39745
