,FBS,Bid
FUE 1,1,0.083751
FUE 2,1,0.85922
FUE 3,1,0.17604
FUE 4,1,0.68034
FUE 5,1,0.77447
FUE 6,1,0.79196
FUE 7,1,0.87072
FUE 8,1,0.89112
FUE 9,1,0.17117
FUE 10,1,0.059455
FUE 11,1,0.53663
FUE 12,1,0.50458
FUE 13,1,0.90039
FUE 14,2,0.82722
FUE 15,2,0.92551
FUE 16,2,0.74238
FUE 17,2,0.01293
FUE 18,2,0.77892
FUE 19,2,0.72809
FUE 20,2,0.13447
FUE 21,2,0.31968
FUE 22,2,0.92758
FUE 23,2,0.73807
FUE 24,2,0.076235
FUE 25,2,0.25846
FUE 26,2,0.57226
FUE 27,3,0.53622
FUE 28,3,0.017737
FUE 29,3,0.18195
FUE 30,3,0.86761
FUE 31,3,0.096238
FUE 32,3,0.88788
FUE 33,3,0.61677
FUE 34,3,0.99757
FUE 35,3,0.24838
FUE 36,3,0.42803
FUE 37,3,0.1073
FUE 38,3,0.7309
FUE 39,3,0.04967
FUE 40,4,0.41013
FUE 41,4,0.90266
FUE 42,4,0.76668
FUE 43,4,0.58749
FUE 44,4,0.5871
FUE 45,4,0.019797
FUE 46,4,0.84316
FUE 47,4,0.42116
FUE 48,4,0.93733
FUE 49,4,0.90402
FUE 50,4,0.39608
FUE 51,4,0.72575
FUE 52,4,0.40819
FUE 53,5,0.088648
FUE 54,5,0.94025
FUE 55,5,0.22946
FUE 56,5,0.73166
FUE 57,5,0.53542
FUE 58,5,0.70813
FUE 59,5,0.2931
FUE 60,5,0.24367
FUE 61,5,0.99395
FUE 62,5,0.018705
FUE 63,5,0.29424
FUE 64,5,0.71955
FUE 65,5,0.66091
FUE 66,6,0.34183
FUE 67,6,0.89562
FUE 68,6,0.79136
FUE 69,6,0.81866
FUE 70,6,0.94842
FUE 71,6,0.80372
FUE 72,6,0.61865
FUE 73,6,0.34749
FUE 74,6,0.71254
FUE 75,6,0.48743
FUE 76,6,0.19042
FUE 77,6,0.56625
FUE 78,6,0.44301
