,FBS,Bid
FUE 1,1,0.16343
FUE 2,1,0.69315
FUE 3,1,0.67553
FUE 4,1,0.71132
FUE 5,1,0.025829
FUE 6,1,0.11163
FUE 7,1,0.80293
FUE 8,1,0.84076
FUE 9,1,0.82117
FUE 10,1,0.67815
FUE 11,2,0.85626
FUE 12,2,0.80093
FUE 13,2,0.72961
FUE 14,2,0.74078
FUE 15,2,0.058487
FUE 16,2,0.10988
FUE 17,2,0.97026
FUE 18,2,0.19907
FUE 19,2,0.15879
FUE 20,2,0.29462
FUE 21,3,0.94232
FUE 22,3,0.0049116
FUE 23,3,0.55232
FUE 24,3,0.83169
FUE 25,3,0.54542
FUE 26,3,0.42521
FUE 27,3,0.80312
FUE 28,3,0.71603
FUE 29,3,0.15796
FUE 30,3,0.97374
FUE 31,4,0.14209
FUE 32,4,0.75159
FUE 33,4,0.068592
FUE 34,4,0.94081
FUE 35,4,0.374
FUE 36,4,0.84966
FUE 37,4,0.24155
FUE 38,4,0.17662
FUE 39,4,0.97003
FUE 40,4,0.28489
FUE 41,5,0.68883
FUE 42,5,0.38158
FUE 43,5,0.2109
FUE 44,5,0.57234
FUE 45,5,0.75853
FUE 46,5,0.38836
FUE 47,5,0.55496
FUE 48,5,0.68597
FUE 49,5,0.70929
FUE 50,5,0.31829
FUE 51,6,0.47125
FUE 52,6,0.98206
FUE 53,6,0.20823
FUE 54,6,0.33239
FUE 55,6,0.37476
FUE 56,6,0.21558
FUE 57,6,0.47525
FUE 58,6,0.57705
FUE 59,6,0.25916
FUE 60,6,0.41506
