,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,55.562,55.5611,55.5373,55.5184,55.494,55.3847,55.3663,55.3483,55.4676,55.2202,55.432,55.232,55.2518,54.7413,55.2645,54.5573,53.2165,54.8444,52.3318,54.6835,54.1361,42.1506,53.7156,53.1361,49.8723,53.2985,51.1948,44.5001,50.6055,53.0721,36.8472,44.9779,52.9889,44.9047,52.5606,47.6159
FUE 2,59.9056,59.9047,59.8797,59.8599,59.8342,59.7196,59.7003,59.6814,59.8065,59.5473,59.7692,59.5596,59.5804,59.0474,59.5937,58.856,57.4698,59.1549,56.5621,58.9872,58.4189,46.2904,57.9841,57.3871,54.0591,57.5542,55.4019,48.6467,54.8028,57.3213,40.9802,49.1264,57.2358,49.0528,56.7965,51.7797
FUE 3,59.4455,59.4441,59.4035,59.3714,59.3299,59.1468,59.1162,59.0863,59.2854,58.8765,59.2256,58.8957,58.9279,58.124,58.9487,57.8467,55.9732,58.2822,54.8403,58.0362,57.2327,43.7875,56.6445,55.8674,51.9421,56.0818,53.4641,46.1975,52.7773,55.7838,38.4254,46.6923,55.6755,46.6163,55.1273,49.4692
FUE 4,74.2352,74.234,74.2003,74.1735,74.1389,73.9856,73.9598,73.9347,74.1017,73.7573,74.0517,73.7736,73.8009,73.1109,73.8185,72.8688,71.1874,73.248,70.1389,73.0344,72.326,59.3581,71.7983,71.0904,67.3824,71.2868,68.8412,61.7505,68.1855,71.0135,54.013,62.2403,70.9139,62.1651,70.4065,64.9758
FUE 5,58.4962,58.4953,58.4685,58.4472,58.4197,58.2971,58.2765,58.2562,58.3901,58.1131,58.3501,58.1263,58.1484,57.582,58.1626,57.3795,55.9273,57.6958,54.9869,57.5183,56.9193,44.5898,56.4636,55.8413,52.4228,56.0152,53.7939,46.9554,53.1811,55.773,39.2706,47.4376,55.6842,47.3637,55.229,50.1118
FUE 6,125.9712,125.97,125.9386,125.9137,125.8814,125.7382,125.7142,125.6906,125.8467,125.5245,125.8001,125.5398,125.5654,124.9155,125.5819,124.6861,123.0767,125.0452,122.0613,124.8432,124.1696,111.3932,123.6644,122.9831,119.3622,123.1726,120.795,113.7779,120.152,122.9089,106.0555,114.2656,122.8126,114.1907,122.3211,116.9834
FUE 7,64.5854,64.5841,64.548,64.5195,64.4825,64.319,64.2917,64.2649,64.4428,64.0764,64.3895,64.0937,64.1227,63.3932,64.1414,63.1388,61.3891,63.5377,60.3099,63.3129,62.5709,49.4277,62.0216,61.2889,57.5011,61.4918,58.9833,51.8268,58.3161,61.2096,44.0761,52.3185,61.1068,52.243,60.5846,55.0696
FUE 8,68.677,68.6759,68.6448,68.6201,68.5882,68.4464,68.4226,68.3993,68.5538,68.2348,68.5076,68.2499,68.2753,67.6312,68.2916,67.4036,65.8048,67.7597,64.7942,67.5594,66.8909,54.1432,66.3891,65.7116,62.1037,65.9,63.5326,56.5267,62.8916,65.6378,48.8066,57.0141,65.542,56.9393,65.0529,59.7292
FUE 9,54.4557,54.4549,54.4316,54.4131,54.3891,54.2822,54.2641,54.2464,54.3633,54.1209,54.3285,54.1325,54.1519,53.6508,54.1643,53.47,52.1486,53.7521,51.2738,53.594,53.0555,41.1326,52.6412,52.0691,48.8334,52.2296,50.147,43.479,49.562,52.006,35.8321,43.956,51.9238,43.8828,51.5003,46.5871
FUE 10,57.4457,57.4443,57.403,57.3702,57.328,57.1417,57.1106,57.0802,57.2827,56.8669,57.2219,56.8864,56.9192,56.1035,56.9403,55.8226,53.93,56.2638,52.789,56.0145,55.2013,41.7112,54.6072,53.8234,49.8776,54.0395,51.4054,44.1229,50.7157,53.739,36.3476,44.6181,53.6299,44.542,53.0778,47.3987
FUE 11,94.1766,94.1755,94.1442,94.1193,94.0872,93.9446,93.9207,93.8972,94.0527,93.7317,94.0062,93.7469,93.7725,93.1249,93.7889,92.8962,91.291,93.2541,90.2775,93.0528,92.3812,79.6162,91.8774,91.1976,87.5818,91.3866,89.0131,82.0005,88.3709,91.1235,74.2789,82.488,91.0274,82.4132,90.5369,85.2047
