,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,69.0286,68.9741,69.0014,68.9992,68.3238,68.7774,68.5651,66.603,68.4509,67.0288,68.0838,64.3478,62.6851,57.5754,58.4963,66.8048,66.8449,67.1669,47.6834,66.8481,66.6164,66.71,49.7924,66.7425,57.2028,62.5113,51.2975,66.5157,44.5197,57.1796,50.067,62.2862,63.1212,51.385,65.5847,63.5211
FUE 2,73.9525,73.8979,73.9252,73.923,73.247,73.7011,73.4885,71.525,73.3742,71.951,73.0068,69.2687,67.6055,62.4951,63.4161,71.7268,71.767,72.0892,52.6027,71.7702,71.5383,71.632,54.7117,71.6645,62.1224,67.4316,56.2169,71.4375,49.439,62.0993,54.9864,67.2065,68.0417,56.3044,70.5061,68.4417
FUE 3,55.5437,55.4607,55.5022,55.4988,54.5089,55.1657,54.8545,52.2348,54.6898,52.772,54.1729,49.5671,47.7243,42.3606,43.3076,52.4877,52.5383,52.9495,32.371,52.5424,52.2515,52.3686,34.4869,52.4094,41.979,47.5357,35.9995,52.1263,29.2016,41.9553,34.7627,47.2923,48.2006,36.0875,50.9988,48.6414
FUE 4,61.7367,61.6887,61.7128,61.7108,61.1111,61.5151,61.3266,59.5413,61.2247,59.9346,60.8955,57.416,55.8153,50.7993,51.7102,59.728,59.7651,60.0616,40.9453,59.768,59.5537,59.6404,43.0515,59.6705,50.4301,55.6467,44.5538,59.4602,37.7839,50.4072,43.3257,55.4281,56.2373,44.641,58.5895,56.623
FUE 5,74.288,74.2333,74.2607,74.2585,73.5806,74.0359,73.8228,71.8549,73.7081,72.2817,73.3398,69.5956,67.931,62.8185,63.7398,72.0572,72.0974,72.4202,52.9254,72.1006,71.8683,71.9622,55.0344,71.9948,62.4458,67.757,56.5397,71.7674,49.7616,62.4227,55.3091,67.5318,68.3676,56.6272,70.8345,68.7679
FUE 6,55.2423,55.1588,55.2006,55.1972,54.2016,54.8621,54.549,51.9185,54.3835,52.4574,53.864,49.2448,47.3995,42.0326,42.9799,52.1722,52.223,52.6355,32.0418,52.227,51.9352,52.0527,34.1577,52.0936,41.6508,47.2107,35.6704,51.8096,28.8723,41.6272,34.4336,46.9671,47.8764,35.7584,50.6792,48.3177
FUE 7,61.6872,61.6358,61.6615,61.6595,61.0188,61.4497,61.2483,59.3664,61.1398,59.7776,60.79,57.169,55.5336,50.4647,51.3813,59.5615,59.6002,59.9107,40.589,59.6033,59.3794,59.4699,42.6968,59.5013,50.0935,55.3621,44.2007,59.2819,37.4263,50.0705,42.9713,55.1398,55.9635,44.2881,58.3779,56.3572
FUE 8,77.4577,77.3955,77.4266,77.4241,76.6618,77.1721,76.9324,74.7768,76.8041,75.2368,76.3943,72.3893,70.6662,65.4685,66.3986,74.9943,75.0377,75.3869,55.5417,75.0411,74.7912,74.8921,57.6531,74.9271,65.0926,70.4873,59.1609,74.6828,52.376,65.0693,57.9282,70.256,71.1159,59.2486,73.6897,71.5296
FUE 9,54.245,54.21,54.2199,54.2044,53.937,53.9237,53.5429,52.2959,53.5031,49.2916,52.3948,52.8423,52.3437,50.4802,51.355,48.3775,49.3223,52.5086,48.8204,50.6155,49.5075,52.2152,49.2605,51.7985,50.6524,51.6882,41.1287,49.8548,43.5895,31.5719,49.1546,28.3327,51.6325,49.0885,51.6254,39.2007
FUE 10,71.7469,71.7076,71.7188,71.7014,71.4031,71.3883,70.9672,69.6124,70.9234,66.4509,69.7186,70.2019,69.6637,67.6885,68.6095,65.5076,66.4827,69.8411,65.9638,67.8304,66.6747,69.5257,66.4187,69.0804,67.869,68.963,58.1588,67.0356,60.6372,48.5817,66.3091,45.3412,68.9038,66.2407,68.8963,56.2226
