,FBS,Bid
FUE 1,1,0.064445
FUE 2,1,0.24811
FUE 3,1,0.43694
FUE 4,1,0.70104
FUE 5,1,0.90881
FUE 6,1,0.066243
FUE 7,1,0.35738
FUE 8,1,0.26953
FUE 9,1,0.90006
FUE 10,2,0.12526
FUE 11,2,0.74276
FUE 12,2,0.96914
FUE 13,2,0.061792
FUE 14,2,0.62369
FUE 15,2,0.57076
FUE 16,2,0.051365
FUE 17,2,0.84276
FUE 18,2,0.73615
FUE 19,3,0.80596
FUE 20,3,0.5616
FUE 21,3,0.90393
FUE 22,3,0.55623
FUE 23,3,0.63618
FUE 24,3,0.45885
FUE 25,3,0.21241
FUE 26,3,0.9973
FUE 27,3,0.25844
FUE 28,4,0.22474
FUE 29,4,0.93342
FUE 30,4,0.32863
FUE 31,4,0.87862
FUE 32,4,0.32709
FUE 33,4,0.45037
FUE 34,4,0.50271
FUE 35,4,0.54028
FUE 36,4,0.51101
FUE 37,5,0.066131
FUE 38,5,0.60039
FUE 39,5,0.6155
FUE 40,5,0.38422
FUE 41,5,0.54486
FUE 42,5,0.41309
FUE 43,5,0.0083106
FUE 44,5,0.63605
FUE 45,5,0.7348
FUE 46,6,0.79108
FUE 47,6,0.46192
FUE 48,6,0.27157
FUE 49,6,0.22897
FUE 50,6,0.88396
FUE 51,6,0.65178
FUE 52,6,0.02546
FUE 53,6,0.38353
FUE 54,6,0.88016
