,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,54.4671,54.467,54.458,54.4527,54.4534,54.4481,54.447,54.4306,54.3792,54.3598,54.2309,54.3309,54.3368,54.0391,54.1852,54.2631,53.9655,54.1911,54.1865,53.9781,53.99,51.1296,52.457,50.3122,53.2308,53.6496,51.7058,53.2414,51.2757,52.0293,49.514,50.4843,43.452,51.875,47.1466,30.6204
FUE 2,59.1214,59.1213,59.1132,59.1085,59.1091,59.1044,59.1034,59.0887,59.0427,59.0252,58.9095,58.9994,59.0046,58.7366,58.8684,58.9385,58.6701,58.8737,58.8696,58.6815,58.6923,56.0372,57.2847,55.2587,58.0003,58.3833,56.5815,58.01,56.1756,56.8853,54.4922,55.4231,48.5508,56.7406,52.1917,35.7575
FUE 3,56.435,56.4349,56.4272,56.4227,56.4233,56.4187,56.4178,56.4037,56.3598,56.3431,56.2323,56.3183,56.3234,56.0667,56.193,56.26,56.0029,56.1981,56.1941,56.0138,56.0242,53.4504,54.6656,52.688,55.3582,55.7273,53.9817,55.3676,53.5857,54.2776,51.9347,52.8493,46.0448,54.1367,49.6626,33.2684
FUE 4,79.5773,79.5772,79.5672,79.5613,79.5621,79.5562,79.555,79.5367,79.4797,79.4581,79.3153,79.4261,79.4326,79.1037,79.2649,79.3509,79.0228,79.2713,79.2663,79.0367,79.0498,75.9855,77.39,75.1317,78.2217,78.6768,76.5921,78.2332,76.1389,76.9347,74.304,75.3108,68.1343,76.7711,71.8761,55.2696
FUE 5,66.275,66.2749,66.266,66.2607,66.2614,66.2561,66.255,66.2386,66.1873,66.1679,66.0393,66.1391,66.145,65.8478,65.9937,66.0714,65.7743,65.9995,65.995,65.7869,65.7988,62.942,64.268,62.1253,65.0408,65.459,63.5176,65.0514,63.088,63.8408,61.3275,62.2972,55.2676,63.6867,58.9613,42.4366
FUE 6,88.207,88.2069,88.1966,88.1906,88.1914,88.1854,88.1842,88.1655,88.1072,88.0851,87.9393,88.0524,88.059,87.7233,87.8877,87.9756,87.6407,87.8944,87.8892,87.6549,87.6682,84.5604,85.981,83.699,86.8252,87.2882,85.1733,86.8368,84.7153,85.5199,82.8653,83.8796,76.6739,85.3544,80.4252,63.8028
FUE 7,71.9621,71.9619,71.9511,71.9448,71.9456,71.9393,71.938,71.9182,71.8567,71.8335,71.6799,71.799,71.806,71.4529,71.6257,71.7182,71.3663,71.6327,71.6272,71.3812,71.3952,68.1802,69.6402,67.3006,70.5148,70.9974,68.8085,70.527,68.3388,69.1648,66.4525,67.4847,60.2098,68.9945,63.9833,47.3233
FUE 8,57.4512,57.4512,57.4434,57.4388,57.4394,57.4348,57.4339,57.4197,57.3752,57.3584,57.2464,57.3333,57.3384,57.079,57.2066,57.2744,57.0145,57.2118,57.2077,57.0256,57.0361,54.4425,55.6656,53.6761,56.3638,56.7363,54.977,56.3732,54.5785,55.2748,52.9196,53.8382,47.017,55.133,50.6405,34.2364
FUE 9,68.9795,68.9794,68.9702,68.9649,68.9656,68.9602,68.9591,68.9424,68.8904,68.8707,68.7401,68.8414,68.8474,68.5458,68.6938,68.7727,68.4713,68.6998,68.6951,68.4841,68.4962,65.61,66.9473,64.7879,67.7284,68.1517,66.1901,67.7391,65.7571,66.5161,63.9859,64.9609,57.9097,66.3606,61.6105,45.0736
FUE 10,108.1386,108.1385,108.1284,108.1225,108.1233,108.1173,108.1161,108.0976,108.04,108.0182,107.8741,107.9859,107.9925,107.6605,107.8232,107.91,107.5789,107.8297,107.8246,107.5929,107.6061,104.5225,105.9341,103.6652,106.7714,107.23,105.1319,106.7829,104.6766,105.4762,102.8349,103.845,96.6555,105.3118,100.4015,83.7879
