,FBS,Bid
FUE 1,1,0.95894
FUE 2,1,0.46506
FUE 3,1,0.50507
FUE 4,1,0.83713
FUE 5,1,0.18648
FUE 6,1,0.25993
FUE 7,1,0.59461
FUE 8,1,0.47371
FUE 9,1,0.83071
FUE 10,1,0.055426
FUE 11,2,0.38469
FUE 12,2,0.106
FUE 13,2,0.94886
FUE 14,2,0.76292
FUE 15,2,0.52533
FUE 16,2,0.75017
FUE 17,2,0.461
FUE 18,2,0.0082146
FUE 19,2,0.56818
FUE 20,2,0.40518
FUE 21,3,0.096352
FUE 22,3,0.54982
FUE 23,3,0.35561
FUE 24,3,0.29301
FUE 25,3,0.37891
FUE 26,3,0.56253
FUE 27,3,0.74833
FUE 28,3,0.63327
FUE 29,3,0.80696
FUE 30,3,0.42455
FUE 31,4,0.38107
FUE 32,4,0.53518
FUE 33,4,0.87856
FUE 34,4,0.049935
FUE 35,4,0.35175
FUE 36,4,0.39882
FUE 37,4,0.35865
FUE 38,4,0.41168
FUE 39,4,0.60976
FUE 40,4,0.77201
FUE 41,5,0.39028
FUE 42,5,0.50945
FUE 43,5,0.037889
FUE 44,5,0.5838
FUE 45,5,0.22294
FUE 46,5,0.30394
FUE 47,5,0.99632
FUE 48,5,0.92984
FUE 49,5,0.26791
FUE 50,5,0.14855
FUE 51,6,0.14821
FUE 52,6,0.13341
FUE 53,6,0.088478
FUE 54,6,0.72114
FUE 55,6,0.86128
FUE 56,6,0.5639
FUE 57,6,0.4279
FUE 58,6,0.79865
FUE 59,6,0.68021
FUE 60,6,0.21316
