,FBS,Bid
FUE 1,1,0.40727
FUE 2,1,0.58961
FUE 3,1,0.39671
FUE 4,1,0.036068
FUE 5,1,0.33189
FUE 6,1,0.76566
FUE 7,1,0.55703
FUE 8,1,0.14189
FUE 9,1,0.3384
FUE 10,1,0.7828
FUE 11,1,0.016922
FUE 12,1,0.75317
FUE 13,1,0.38544
FUE 14,2,0.84785
FUE 15,2,0.93298
FUE 16,2,0.013008
FUE 17,2,0.86695
FUE 18,2,0.62413
FUE 19,2,0.54403
FUE 20,2,0.91346
FUE 21,2,0.78191
FUE 22,2,0.73888
FUE 23,2,0.92085
FUE 24,2,0.69309
FUE 25,2,0.71401
FUE 26,2,0.77507
FUE 27,3,0.34611
FUE 28,3,0.58394
FUE 29,3,0.91236
FUE 30,3,0.13736
FUE 31,3,0.65982
FUE 32,3,0.65682
FUE 33,3,0.51383
FUE 34,3,0.57156
FUE 35,3,0.94873
FUE 36,3,0.97861
FUE 37,3,0.55695
FUE 38,3,0.53658
FUE 39,3,0.84281
FUE 40,4,0.54834
FUE 41,4,0.14461
FUE 42,4,0.44368
FUE 43,4,0.012206
FUE 44,4,0.80984
FUE 45,4,0.71752
FUE 46,4,0.51709
FUE 47,4,0.054721
FUE 48,4,0.56573
FUE 49,4,0.22419
FUE 50,4,0.18659
FUE 51,4,0.78255
FUE 52,4,0.16564
FUE 53,5,0.58043
FUE 54,5,0.67598
FUE 55,5,0.97971
FUE 56,5,0.81487
FUE 57,5,0.23587
FUE 58,5,0.83383
FUE 59,5,0.41614
FUE 60,5,0.31231
FUE 61,5,0.38164
FUE 62,5,0.35857
FUE 63,5,0.91899
FUE 64,5,0.76342
FUE 65,5,0.30393
FUE 66,6,0.013544
FUE 67,6,0.35114
FUE 68,6,0.90005
FUE 69,6,0.43035
FUE 70,6,0.61546
FUE 71,6,0.31686
FUE 72,6,0.3121
FUE 73,6,0.91491
FUE 74,6,0.25822
FUE 75,6,0.33975
FUE 76,6,0.57644
FUE 77,6,0.90292
FUE 78,6,0.16456
