,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,64.7994,64.7945,64.7817,64.7799,64.7735,64.767,64.6504,64.6434,64.6152,64.6197,64.6613,64.4272,64.4783,64.1352,62.4406,61.7202,60.5804,63.2975,63.7903,63.2775,61.0367,62.5259,63.2241,63.1596,57.4649,62.1239,63.0116,61.8895,61.5691,50.8134,59.45,40.0153,60.8907,32.5769,56.0662,60.8437
FUE 2,61.1035,61.0996,61.0892,61.0878,61.0826,61.0774,60.9829,60.9773,60.9543,60.9579,60.9918,60.8008,60.8426,60.5599,59.1111,58.4725,57.4396,59.8539,60.2719,59.8369,57.8562,59.1859,59.7911,59.7357,54.5128,58.8319,59.6083,58.6236,58.3371,48.0077,56.3926,37.2476,57.7232,29.8119,53.1649,57.6804
FUE 3,56.4342,56.4307,56.4212,56.4199,56.4153,56.4105,56.3248,56.3196,56.2987,56.3021,56.3328,56.159,56.1971,55.9388,54.5942,53.9922,53.0086,55.2876,55.6741,55.2718,53.4067,54.6644,55.2293,55.1778,50.1735,54.3316,55.0592,54.1351,53.8639,43.7439,52.0015,33.0038,53.2798,25.5697,48.8514,53.2389
FUE 4,74.8811,74.8771,74.8665,74.8651,74.8599,74.8545,74.7587,74.753,74.7297,74.7334,74.7677,74.5741,74.6165,74.3301,72.8656,72.2216,71.1815,73.6158,74.0385,73.5986,71.6008,72.9411,73.5523,73.4964,68.2416,72.5839,73.3676,72.3739,72.0851,61.726,70.1288,50.9631,71.467,43.5272,66.8902,71.4239
FUE 5,55.6629,55.658,55.6448,55.643,55.6365,55.6298,55.5106,55.5034,55.4746,55.4792,55.5217,55.2825,55.3347,54.9845,53.2622,52.533,51.3819,54.1317,54.6331,54.1115,51.8424,53.3486,54.0572,53.9916,48.2472,52.9415,53.8414,52.7042,52.3802,41.5814,50.2429,30.7798,51.6949,23.3411,46.8435,51.6475
FUE 6,64.8524,64.8481,64.8368,64.8353,64.8296,64.8239,64.7212,64.715,64.69,64.694,64.7308,64.5235,64.5689,64.2632,62.7191,62.048,60.9721,63.5065,63.9534,63.4884,61.4048,62.798,63.4396,63.3807,57.9679,62.425,63.2453,62.2064,61.9063,51.4014,59.8912,40.6251,61.2665,33.1883,56.5989,61.222
FUE 7,95.9896,95.9855,95.9745,95.973,95.9676,95.9621,95.8628,95.8568,95.8327,95.8366,95.8721,95.6716,95.7155,95.4195,93.9147,93.257,92.1986,94.6838,95.1187,94.6661,92.6247,93.992,94.6186,94.5611,89.2258,93.6268,94.429,93.4124,93.1179,82.6839,91.1315,71.9141,92.4887,64.4777,87.8652,92.4449
FUE 8,63.7205,63.7165,63.7059,63.7045,63.6992,63.6938,63.5977,63.5919,63.5685,63.5722,63.6067,63.4123,63.4549,63.1674,61.6985,61.053,60.0108,62.4508,62.8748,62.4335,60.4309,61.7742,62.3871,62.331,57.0672,61.4161,62.2018,61.2056,60.9162,50.5487,58.9565,39.785,60.2968,32.349,55.7148,60.2536
FUE 9,56.586,56.5829,56.5746,56.5734,56.5693,56.5651,56.4893,56.4848,56.4663,56.4692,56.4965,56.3423,56.3762,56.146,54.9262,54.3696,53.4487,55.5597,55.9087,55.5453,53.823,54.9907,55.5067,55.46,50.7342,54.6841,55.352,54.5023,54.2502,44.4084,52.4932,33.6968,53.7039,26.2648,49.4472,53.6655
FUE 10,55.6346,55.631,55.6215,55.6201,55.6154,55.6105,55.5235,55.5183,55.4971,55.5005,55.5317,55.3553,55.394,55.132,53.7715,53.1638,52.1726,54.4725,54.8637,54.4565,52.5735,53.8424,54.4135,54.3614,49.323,53.5064,54.2415,53.308,53.0345,42.8813,51.1592,32.138,52.4458,24.7036,47.9969,52.4046
FUE 11,59.671,59.6668,59.6555,59.654,59.6484,59.6427,59.5405,59.5344,59.5096,59.5136,59.5501,59.3441,59.3892,59.0852,57.548,56.8793,55.8065,58.3322,58.777,58.3142,56.238,57.6267,58.2656,58.207,52.8078,57.2551,58.0721,57.0372,56.7381,46.2455,54.728,35.4704,56.1001,28.0336,51.4402,56.0558
FUE 12,86.4079,86.4037,86.3927,86.3912,86.3857,86.3801,86.2798,86.2738,86.2494,86.2533,86.2892,86.0868,86.1311,85.8322,84.316,83.6543,82.5908,85.0904,85.5288,85.0726,83.0189,84.3938,85.0247,84.9668,79.6087,84.0263,84.8337,83.8106,83.5145,73.0596,81.5196,62.2878,82.8822,54.8513,78.2457,82.8382
FUE 13,59.5521,59.5469,59.5331,59.5312,59.5244,59.5174,59.393,59.3856,59.3555,59.3603,59.4047,59.1555,59.2098,58.8458,57.0701,56.324,55.1516,57.9638,58.4816,57.943,55.62,57.1587,57.887,57.8195,51.9811,56.7416,57.6648,56.499,56.1681,45.2889,53.9965,34.4806,55.4699,27.0414,50.568,55.4217
FUE 14,59.89,59.8837,59.8692,59.8642,59.8523,59.8417,59.7809,59.7129,59.6498,59.6137,59.7681,59.6532,59.3148,58.2621,58.6829,55.4786,58.0578,58.9781,57.9346,55.6954,58.0199,58.1948,57.2057,57.8395,46.6157,52.0186,57.8243,57.4988,53.3877,37.1934,56.4321,45.9189,51.138,50.8881,30.8065,52.9862
