,FBS,Bid
FUE 1,1,0.75365
FUE 2,1,0.34091
FUE 3,1,0.83414
FUE 4,1,0.24039
FUE 5,1,0.050445
FUE 6,1,0.84907
FUE 7,1,0.92516
FUE 8,1,0.41698
FUE 9,1,0.021489
FUE 10,1,0.21734
FUE 11,1,0.40113
FUE 12,1,0.18919
FUE 13,1,0.58239
FUE 14,1,0.24009
FUE 15,1,0.85609
FUE 16,2,0.82392
FUE 17,2,0.66139
FUE 18,2,0.016731
FUE 19,2,0.80283
FUE 20,2,0.335
FUE 21,2,0.94009
FUE 22,2,0.93062
FUE 23,2,0.67507
FUE 24,2,0.21706
FUE 25,2,0.48807
FUE 26,2,0.2495
FUE 27,2,0.53581
FUE 28,2,0.44074
FUE 29,2,0.064182
FUE 30,2,0.2816
FUE 31,3,0.86641
FUE 32,3,0.46225
FUE 33,3,0.408
FUE 34,3,0.08571
FUE 35,3,0.43923
FUE 36,3,0.36044
FUE 37,3,0.21857
FUE 38,3,0.25693
FUE 39,3,0.50698
FUE 40,3,0.39702
FUE 41,3,0.17299
FUE 42,3,0.20261
FUE 43,3,0.0044169
FUE 44,3,0.13586
FUE 45,3,0.99681
FUE 46,4,0.39174
FUE 47,4,0.67882
FUE 48,4,0.86043
FUE 49,4,0.48467
FUE 50,4,0.37929
FUE 51,4,0.3797
FUE 52,4,0.96149
FUE 53,4,0.14303
FUE 54,4,0.81131
FUE 55,4,0.88273
FUE 56,4,0.2231
FUE 57,4,0.50895
FUE 58,4,0.086751
FUE 59,4,0.19848
FUE 60,4,0.14142
FUE 61,5,0.14457
FUE 62,5,0.24037
FUE 63,5,0.62843
FUE 64,5,0.98291
FUE 65,5,0.53285
FUE 66,5,0.010926
FUE 67,5,0.55299
FUE 68,5,0.92133
FUE 69,5,0.86483
FUE 70,5,0.63203
FUE 71,5,0.91354
FUE 72,5,0.088649
FUE 73,5,0.55529
FUE 74,5,0.24103
FUE 75,5,0.99262
FUE 76,6,0.80872
FUE 77,6,0.57483
FUE 78,6,0.29799
FUE 79,6,0.3297
FUE 80,6,0.4546
FUE 81,6,0.2753
FUE 82,6,0.85715
FUE 83,6,0.0089362
FUE 84,6,0.32229
FUE 85,6,0.31959
FUE 86,6,0.35808
FUE 87,6,0.0031563
FUE 88,6,0.62376
FUE 89,6,0.31109
FUE 90,6,0.16022
