,FBS,Bid
FUE 1,1,0.76256
FUE 2,1,0.55448
FUE 3,1,0.15678
FUE 4,1,0.32115
FUE 5,1,0.89734
FUE 6,1,0.88096
FUE 7,1,0.24301
FUE 8,1,0.065834
FUE 9,1,0.086317
FUE 10,1,0.21978
FUE 11,1,0.060224
FUE 12,1,0.79597
FUE 13,1,0.46355
FUE 14,1,0.35812
FUE 15,1,0.35514
FUE 16,2,0.9054
FUE 17,2,0.53894
FUE 18,2,0.72205
FUE 19,2,0.80962
FUE 20,2,0.08516
FUE 21,2,0.52053
FUE 22,2,0.29394
FUE 23,2,0.87379
FUE 24,2,0.15104
FUE 25,2,0.84384
FUE 26,2,0.64954
FUE 27,2,0.89974
FUE 28,2,0.33794
FUE 29,2,0.1482
FUE 30,2,0.64343
FUE 31,3,0.067143
FUE 32,3,0.96646
FUE 33,3,0.43493
FUE 34,3,0.2784
FUE 35,3,0.075331
FUE 36,3,0.83287
FUE 37,3,0.77373
FUE 38,3,0.87323
FUE 39,3,0.0142
FUE 40,3,0.80692
FUE 41,3,0.88982
FUE 42,3,0.65196
FUE 43,3,0.17366
FUE 44,3,0.093374
FUE 45,3,0.86601
FUE 46,4,0.090217
FUE 47,4,0.01638
FUE 48,4,0.8776
FUE 49,4,0.85281
FUE 50,4,0.12208
FUE 51,4,0.33877
FUE 52,4,0.59765
FUE 53,4,0.53514
FUE 54,4,0.53951
FUE 55,4,0.56677
FUE 56,4,0.77492
FUE 57,4,0.29166
FUE 58,4,0.48191
FUE 59,4,0.070124
FUE 60,4,0.86614
FUE 61,5,0.29434
FUE 62,5,0.078117
FUE 63,5,0.045861
FUE 64,5,0.42795
FUE 65,5,0.17083
FUE 66,5,0.57014
FUE 67,5,0.57386
FUE 68,5,0.38238
FUE 69,5,0.79514
FUE 70,5,0.27779
FUE 71,5,0.22221
FUE 72,5,0.44999
FUE 73,5,0.066463
FUE 74,5,0.7101
FUE 75,5,0.19393
FUE 76,6,0.54415
FUE 77,6,0.38395
FUE 78,6,0.081795
FUE 79,6,0.60738
FUE 80,6,0.44559
FUE 81,6,0.70025
FUE 82,6,0.51951
FUE 83,6,0.88239
FUE 84,6,0.758
FUE 85,6,0.95552
FUE 86,6,0.051028
FUE 87,6,0.95982
FUE 88,6,0.35515
FUE 89,6,0.51685
FUE 90,6,0.40339
