,FBS,Bid
FUE 1,1,0.11099
FUE 2,1,0.015752
FUE 3,1,0.064198
FUE 4,1,0.042178
FUE 5,1,0.7126
FUE 6,1,0.23123
FUE 7,1,0.76397
FUE 8,1,0.9333
FUE 9,1,0.28907
FUE 10,1,0.70011
FUE 11,1,0.80972
FUE 12,2,0.32691
FUE 13,2,0.91109
FUE 14,2,0.20538
FUE 15,2,0.012466
FUE 16,2,0.4317
FUE 17,2,0.47127
FUE 18,2,0.97235
FUE 19,2,0.58313
FUE 20,2,0.21964
FUE 21,2,0.23817
FUE 22,2,0.95503
FUE 23,3,0.49133
FUE 24,3,0.34092
FUE 25,3,0.85485
FUE 26,3,0.7311
FUE 27,3,0.19558
FUE 28,3,0.90393
FUE 29,3,0.95007
FUE 30,3,0.34557
FUE 31,3,0.19339
FUE 32,3,0.23727
FUE 33,3,0.21972
FUE 34,4,0.87039
FUE 35,4,0.035669
FUE 36,4,0.62774
FUE 37,4,0.44955
FUE 38,4,0.77968
FUE 39,4,0.48662
FUE 40,4,0.96649
FUE 41,4,0.027003
FUE 42,4,0.93084
FUE 43,4,0.034166
FUE 44,4,0.70011
FUE 45,5,0.623
FUE 46,5,0.48967
FUE 47,5,0.078749
FUE 48,5,0.17158
FUE 49,5,0.77529
FUE 50,5,0.15057
FUE 51,5,0.99846
FUE 52,5,0.080766
FUE 53,5,0.88249
FUE 54,5,0.46068
FUE 55,5,0.51648
FUE 56,6,0.44353
FUE 57,6,0.95662
FUE 58,6,0.6196
FUE 59,6,0.3357
FUE 60,6,0.44586
FUE 61,6,0.74525
FUE 62,6,0.55384
FUE 63,6,0.7438
FUE 64,6,0.63075
FUE 65,6,0.16443
FUE 66,6,0.6009
