,FBS,Bid
FUE 1,1,0.89242
FUE 2,1,0.050257
FUE 3,1,0.78053
FUE 4,1,0.4872
FUE 5,1,0.5209
FUE 6,1,0.6428
FUE 7,1,0.79628
FUE 8,1,0.81378
FUE 9,1,0.88009
FUE 10,1,0.74
FUE 11,1,0.94216
FUE 12,1,0.31197
FUE 13,1,0.28518
FUE 14,1,0.93242
FUE 15,1,0.90228
FUE 16,2,0.023715
FUE 17,2,0.042323
FUE 18,2,0.10521
FUE 19,2,0.94558
FUE 20,2,0.6097
FUE 21,2,0.8441
FUE 22,2,0.96751
FUE 23,2,0.050065
FUE 24,2,0.4374
FUE 25,2,0.050402
FUE 26,2,0.8015
FUE 27,2,0.046606
FUE 28,2,0.38273
FUE 29,2,0.29374
FUE 30,2,0.30528
FUE 31,3,0.99379
FUE 32,3,0.51892
FUE 33,3,0.37041
FUE 34,3,0.018106
FUE 35,3,0.0060558
FUE 36,3,0.50555
FUE 37,3,0.568
FUE 38,3,0.7699
FUE 39,3,0.30934
FUE 40,3,0.95524
FUE 41,3,0.22934
FUE 42,3,0.94123
FUE 43,3,0.46587
FUE 44,3,0.42622
FUE 45,3,0.95903
FUE 46,4,0.73063
FUE 47,4,0.6928
FUE 48,4,0.69591
FUE 49,4,0.54819
FUE 50,4,0.49561
FUE 51,4,0.61251
FUE 52,4,0.42455
FUE 53,4,0.34457
FUE 54,4,0.76282
FUE 55,4,0.098857
FUE 56,4,0.38604
FUE 57,4,0.10071
FUE 58,4,0.1594
FUE 59,4,0.84385
FUE 60,4,0.15229
FUE 61,5,0.22388
FUE 62,5,0.88542
FUE 63,5,0.40806
FUE 64,5,0.21419
FUE 65,5,0.42088
FUE 66,5,0.2568
FUE 67,5,0.68704
FUE 68,5,0.37845
FUE 69,5,0.72059
FUE 70,5,0.089327
FUE 71,5,0.88071
FUE 72,5,0.10654
FUE 73,5,0.24246
FUE 74,5,0.15441
FUE 75,5,0.51391
FUE 76,6,0.2645
FUE 77,6,0.5663
FUE 78,6,0.21437
FUE 79,6,0.89319
FUE 80,6,0.26506
FUE 81,6,0.78358
FUE 82,6,0.72392
FUE 83,6,0.87861
FUE 84,6,0.73159
FUE 85,6,0.80206
FUE 86,6,0.95151
FUE 87,6,0.78938
FUE 88,6,0.94996
FUE 89,6,0.53111
FUE 90,6,0.034587
