,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,57.1883,57.1878,57.1787,57.1641,57.1559,57.1439,57.1012,57.106,56.8615,57.0074,56.6785,56.6005,52.7102,56.0434,55.4222,52.5268,55.7565,54.5908,54.7316,54.7896,54.7722,54.4345,54.5561,52.8948,52.6683,54.1061,53.5062,52.5448,51.3971,49.3455,42.1201,48.307,50.7836,49.846,24.8155,51.4627
FUE 2,59.9302,59.9299,59.924,59.9145,59.9092,59.9013,59.8735,59.8766,59.7153,59.812,59.5926,59.5398,56.5638,59.1538,58.7059,56.4095,58.9492,58.0796,58.1878,58.2321,58.2187,57.9586,58.0529,56.718,56.5286,57.7014,57.2207,56.4247,55.4379,53.5952,46.6671,52.6328,54.8964,54.0526,29.4336,55.4952
FUE 3,60.4278,60.4275,60.4221,60.4134,60.4085,60.4013,60.3758,60.3787,60.2307,60.3194,60.1178,60.0691,57.2643,59.7119,59.2948,57.1162,59.5217,58.7067,58.8086,58.8503,58.8377,58.5925,58.6814,57.4121,57.2306,58.3491,57.8924,57.1308,56.1792,54.3845,47.5299,53.4403,55.6539,54.8318,30.315,56.2346
FUE 4,67.4956,67.4953,67.4894,67.4799,67.4746,67.4668,67.439,67.4422,67.2814,67.3777,67.159,67.1064,64.1366,66.7214,66.2747,63.9825,66.5173,65.6498,65.7577,65.8019,65.7886,65.5291,65.6231,64.2906,64.1015,65.2723,64.7925,63.9977,63.0122,61.1712,54.2456,60.2094,62.4712,61.6282,37.0128,63.0694
FUE 5,57.7119,57.7116,57.7063,57.6978,57.693,57.6859,57.6608,57.6637,57.518,57.6053,57.4068,57.3589,54.5856,57.0069,56.5954,54.4387,56.8193,56.0143,56.115,56.1562,56.1439,55.9013,55.9893,54.7322,54.5521,55.6605,55.2083,54.4532,53.5082,51.7228,44.8824,50.782,52.986,52.168,27.6712,53.5633
FUE 6,56.1447,56.1443,56.1352,56.1206,56.1124,56.1005,56.0579,56.0627,55.8188,55.9644,55.6363,55.5585,51.6745,55.0027,54.3828,51.4913,54.7164,53.5528,53.6934,53.7513,53.7339,53.3967,53.5181,51.8589,51.6326,53.0688,52.4696,51.5093,50.3626,48.3122,41.0884,47.2741,49.7495,48.8124,23.7841,50.4281
FUE 7,66.978,66.9777,66.9702,66.9582,66.9515,66.9416,66.9066,66.9105,66.7085,66.8293,66.5561,66.4908,63.0368,66.0189,65.4825,62.8665,65.7725,64.7491,64.8745,64.926,64.9105,64.6094,64.7181,63.2077,62.9979,64.3143,63.7695,62.8833,61.8072,59.8464,52.7459,58.8403,61.2252,60.3283,35.4704,61.8691
FUE 8,75.1262,75.1258,75.119,75.108,75.1018,75.0927,75.0605,75.0641,74.878,74.9894,74.7371,74.6767,71.4017,74.2379,73.7351,71.2372,74.0074,73.0419,73.1608,73.2096,73.195,72.9092,73.0125,71.5665,71.3641,72.6281,72.1068,71.2533,70.2093,68.2902,61.2492,67.2993,69.6417,68.7635,43.988,70.2696
FUE 9,72.8278,72.8275,72.8202,72.8085,72.8019,72.7923,72.7581,72.762,72.5647,72.6827,72.4157,72.3519,68.9505,71.8899,71.3634,68.7819,71.6481,70.6418,70.7653,70.816,70.8007,70.5042,70.6113,69.1196,68.912,70.2132,69.6752,68.7985,67.7317,65.7828,58.6992,64.7811,67.1538,66.2623,41.4278,67.7931
FUE 10,58.9285,58.9282,58.9226,58.9135,58.9084,58.9009,58.8743,58.8773,58.7228,58.8153,58.6051,58.5544,55.6652,58.1831,57.7509,55.514,57.9858,57.144,57.249,57.2919,57.279,57.0264,57.118,55.8162,55.6307,56.7762,56.3076,55.5289,54.5597,52.741,45.8492,51.7876,54.0263,53.1934,28.6249,54.6161
