,FBS,Bid
FUE 1,1,0.25757
FUE 2,1,0.9068
FUE 3,1,0.26189
FUE 4,1,0.47292
FUE 5,1,0.24266
FUE 6,1,0.065282
FUE 7,1,0.43011
FUE 8,1,0.0878
FUE 9,1,0.14167
FUE 10,1,0.93575
FUE 11,1,0.16515
FUE 12,1,0.45151
FUE 13,1,0.13124
FUE 14,2,0.052366
FUE 15,2,0.050562
FUE 16,2,0.93501
FUE 17,2,0.84385
FUE 18,2,0.30457
FUE 19,2,0.11915
FUE 20,2,0.22936
FUE 21,2,0.93307
FUE 22,2,0.48453
FUE 23,2,0.37805
FUE 24,2,0.78691
FUE 25,2,0.2838
FUE 26,2,0.37688
FUE 27,3,0.88763
FUE 28,3,0.32701
FUE 29,3,0.67125
FUE 30,3,0.25767
FUE 31,3,0.98591
FUE 32,3,0.55572
FUE 33,3,0.53427
FUE 34,3,0.78104
FUE 35,3,0.27521
FUE 36,3,0.41095
FUE 37,3,0.72345
FUE 38,3,0.038463
FUE 39,3,0.98128
FUE 40,4,0.36838
FUE 41,4,0.9215
FUE 42,4,0.44243
FUE 43,4,0.46552
FUE 44,4,0.4176
FUE 45,4,0.85058
FUE 46,4,0.53746
FUE 47,4,0.85092
FUE 48,4,0.96547
FUE 49,4,0.32314
FUE 50,4,0.49386
FUE 51,4,0.80606
FUE 52,4,0.014818
FUE 53,5,0.30524
FUE 54,5,0.069148
FUE 55,5,0.83802
FUE 56,5,0.70061
FUE 57,5,0.20577
FUE 58,5,0.48644
FUE 59,5,0.9355
FUE 60,5,0.085175
FUE 61,5,0.62881
FUE 62,5,0.71977
FUE 63,5,0.85284
FUE 64,5,0.95793
FUE 65,5,0.3546
FUE 66,6,0.85333
FUE 67,6,0.96696
FUE 68,6,0.08235
FUE 69,6,0.3644
FUE 70,6,0.66519
FUE 71,6,0.6191
FUE 72,6,0.022458
FUE 73,6,0.83654
FUE 74,6,0.84784
FUE 75,6,0.36846
FUE 76,6,0.091409
FUE 77,6,0.60588
FUE 78,6,0.73403
