,FBS,Bid
FUE 1,1,0.48014
FUE 2,1,0.47271
FUE 3,1,0.52862
FUE 4,1,0.94984
FUE 5,1,0.79217
FUE 6,1,0.24249
FUE 7,1,0.63347
FUE 8,1,0.4672
FUE 9,1,0.47703
FUE 10,1,0.062715
FUE 11,1,0.37413
FUE 12,1,0.78657
FUE 13,1,0.070944
FUE 14,2,0.47225
FUE 15,2,0.31462
FUE 16,2,0.77362
FUE 17,2,0.73827
FUE 18,2,0.37257
FUE 19,2,0.62572
FUE 20,2,0.66557
FUE 21,2,0.43877
FUE 22,2,0.48118
FUE 23,2,0.063644
FUE 24,2,0.046
FUE 25,2,0.58529
FUE 26,2,0.55964
FUE 27,3,0.87075
FUE 28,3,0.53556
FUE 29,3,0.074958
FUE 30,3,0.85482
FUE 31,3,0.74805
FUE 32,3,0.61114
FUE 33,3,0.47855
FUE 34,3,0.33964
FUE 35,3,0.65371
FUE 36,3,0.49689
FUE 37,3,0.51537
FUE 38,3,0.90075
FUE 39,3,0.35324
FUE 40,4,0.59595
FUE 41,4,0.23747
FUE 42,4,0.6289
FUE 43,4,0.69801
FUE 44,4,0.91121
FUE 45,4,0.32858
FUE 46,4,0.46015
FUE 47,4,0.16697
FUE 48,4,0.075244
FUE 49,4,0.70565
FUE 50,4,0.35364
FUE 51,4,0.99154
FUE 52,4,0.018345
FUE 53,5,0.18638
FUE 54,5,0.69448
FUE 55,5,0.59968
FUE 56,5,0.66645
FUE 57,5,0.97852
FUE 58,5,0.39931
FUE 59,5,0.6313
FUE 60,5,0.95185
FUE 61,5,0.90169
FUE 62,5,0.68048
FUE 63,5,0.75052
FUE 64,5,0.7174
FUE 65,5,0.47936
FUE 66,6,0.33254
FUE 67,6,0.44469
FUE 68,6,0.44222
FUE 69,6,0.67698
FUE 70,6,0.24742
FUE 71,6,0.4319
FUE 72,6,0.78677
FUE 73,6,0.25945
FUE 74,6,0.31394
FUE 75,6,0.02922
FUE 76,6,0.18055
FUE 77,6,0.47064
FUE 78,6,0.11757
