,FBS,Bid
FUE 1,1,0.81302
FUE 2,1,0.86086
FUE 3,1,0.58512
FUE 4,1,0.66324
FUE 5,1,0.83908
FUE 6,1,0.15367
FUE 7,1,0.53751
FUE 8,1,0.72196
FUE 9,1,0.26602
FUE 10,1,0.71083
FUE 11,1,0.53699
FUE 12,2,0.60392
FUE 13,2,0.86217
FUE 14,2,0.99877
FUE 15,2,0.050072
FUE 16,2,0.75453
FUE 17,2,0.56109
FUE 18,2,0.99868
FUE 19,2,0.41437
FUE 20,2,0.66783
FUE 21,2,0.24799
FUE 22,2,0.19528
FUE 23,3,0.21972
FUE 24,3,0.89437
FUE 25,3,0.021594
FUE 26,3,0.39391
FUE 27,3,0.83941
FUE 28,3,0.55622
FUE 29,3,0.93215
FUE 30,3,0.52444
FUE 31,3,0.38223
FUE 32,3,0.86707
FUE 33,3,0.98792
FUE 34,4,0.72985
FUE 35,4,0.083038
FUE 36,4,0.64104
FUE 37,4,0.45059
FUE 38,4,0.035783
FUE 39,4,0.80141
FUE 40,4,0.7667
FUE 41,4,0.061914
FUE 42,4,0.61748
FUE 43,4,0.6016
FUE 44,4,0.74393
FUE 45,5,0.73762
FUE 46,5,0.87386
FUE 47,5,0.43681
FUE 48,5,0.21174
FUE 49,5,0.32504
FUE 50,5,0.3954
FUE 51,5,0.73821
FUE 52,5,0.84566
FUE 53,5,0.12252
FUE 54,5,0.69965
FUE 55,5,0.61219
FUE 56,6,0.74839
FUE 57,6,0.31771
FUE 58,6,0.61364
FUE 59,6,0.56607
FUE 60,6,0.72679
FUE 61,6,0.14045
FUE 62,6,0.64514
FUE 63,6,0.8024
FUE 64,6,0.019616
FUE 65,6,0.64766
FUE 66,6,0.91041
