,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,82.3665,82.3605,82.3537,82.3236,82.1672,82.0006,81.8426,80.8592,81.9339,81.6678,80.9515,80.518,77.8643,81.4908,79.2325,77.8228,78.8116,81.1435,79.5165,75.676,77.9801,80.7748,74.0455,80.325,78.8314,80.3139,76.0654,56.6963,79.9443,61.5896,76.6059,79.5678,74.6828,75.4925,68.5809,67.7231
FUE 2,91.7915,91.7857,91.7791,91.7498,91.5979,91.4359,91.2821,90.3217,91.371,91.1118,90.4121,89.9874,87.3723,90.9392,88.7234,87.3313,88.3084,90.5999,89.0033,85.2023,87.4868,90.2391,83.5805,89.7981,88.3279,89.7872,85.589,66.2502,89.4241,71.1427,86.1255,89.0537,84.2148,85.0199,78.1297,77.2728
FUE 3,56.8696,56.8624,56.8544,56.8187,56.6341,56.4387,56.2544,55.1307,56.3608,56.052,55.2348,54.7487,51.8732,55.8483,53.3375,51.8293,52.8835,55.452,53.6459,49.5845,51.9959,55.0359,47.9068,54.5341,52.9048,54.5218,49.9881,30.4577,54.1138,35.3548,50.5507,53.7018,48.5604,49.3947,42.3691,41.5061
FUE 4,92.5857,92.5799,92.5733,92.544,92.3921,92.2301,92.0762,91.1156,92.1651,91.9058,91.206,90.7812,88.1658,91.7332,89.5171,88.1248,89.102,91.3939,89.7969,85.9956,88.2803,91.033,84.3738,90.5919,89.1216,90.581,86.3824,67.0434,90.2178,71.9359,86.9189,89.8474,85.0081,85.8132,78.9228,78.066
FUE 5,101.701,101.695,101.6882,101.6581,101.5017,101.3352,101.1771,100.1939,101.2685,101.0024,100.2862,99.8527,97.1993,100.8255,98.5674,97.1578,98.1465,100.4782,98.8514,95.0111,97.3151,100.1095,93.3806,99.6598,98.1663,99.6487,95.4005,76.0316,99.2791,80.9249,95.941,98.9027,94.018,94.8276,87.9161,87.0583
FUE 6,60.813,60.8066,60.7993,60.767,60.5996,60.4217,60.2534,59.2141,60.3506,60.0676,59.3112,58.8564,56.1117,59.8801,57.5197,56.0692,57.0852,59.5133,57.8137,53.8813,56.2304,59.1255,52.2308,58.6547,57.1056,58.6432,54.2767,34.8389,58.2579,39.7338,54.8265,57.8669,52.8751,53.6952,46.735,45.875
FUE 7,72.796,72.7896,72.7825,72.7505,72.5851,72.4093,72.2428,71.2136,72.339,72.0591,71.3098,70.8589,68.1302,71.8734,69.5312,68.0879,69.0991,71.5101,69.8235,65.9072,68.2484,71.1258,64.2601,70.6587,69.1194,70.6472,66.3015,46.8756,70.2648,51.7702,66.8497,69.8763,64.9032,65.7215,58.7697,57.9101
FUE 8,56.9656,56.9575,56.9485,56.908,56.6997,56.4804,56.2748,55.04,56.3934,56.0499,55.1531,54.6268,51.5909,55.8248,53.1229,51.5453,52.6454,55.3899,53.449,49.234,51.7184,54.9372,47.5251,54.396,52.6677,54.3828,49.6471,30.0119,53.9463,34.9115,50.2245,53.5082,48.1895,49.04,41.9403,41.074
FUE 9,65.6204,65.6152,65.6093,65.5831,65.4467,65.3008,65.1617,64.2836,65.2422,65.0072,64.3669,63.9741,61.5026,64.8501,62.7898,61.4633,62.3964,64.5396,63.0538,59.4027,61.6124,64.2073,57.815,63.7982,62.415,63.788,59.7793,40.5596,63.449,45.4491,60.3001,63.1013,58.4374,59.2248,52.4186,51.5656
FUE 10,56.5244,56.5182,56.5113,56.4805,56.3209,56.1509,55.9898,54.9896,56.0829,55.8117,55.0834,54.6434,51.962,55.6316,53.3424,51.9202,52.9173,55.2784,53.6295,49.7608,52.0787,54.904,48.124,54.4478,52.9373,54.4366,50.152,30.7616,54.0622,35.6554,50.6954,53.6813,48.7635,49.5764,42.6498,41.7913
FUE 11,74.2942,74.2878,74.2807,74.249,74.0845,73.9097,73.7441,72.7197,73.8397,73.5613,72.8155,72.3663,69.6454,73.3765,71.043,69.6032,70.6121,73.0149,71.3345,67.426,69.7634,72.6322,65.7806,72.1669,70.6324,72.1555,67.8198,48.3996,71.7744,53.2941,68.3672,71.3871,66.4231,67.2404,60.2928,59.4333
FUE 12,69.7136,69.7082,69.7022,69.6752,69.5349,69.3848,69.242,68.3425,69.3246,69.0834,68.4277,68.0265,65.517,68.9223,66.8212,65.4771,66.4221,68.6043,67.0894,63.3981,65.628,68.2645,61.8011,67.8471,66.4409,67.8367,63.7775,44.5251,67.4914,49.4155,64.3025,67.1377,62.4268,63.219,56.3898,55.5357
FUE 13,57.3071,57.3019,57.296,57.2699,57.134,56.9885,56.8498,55.974,56.9301,56.6958,56.0572,55.6653,53.1981,56.5391,54.4833,53.1588,54.0906,56.2295,54.7469,51.1003,53.3078,55.8979,49.5136,55.4897,54.1092,55.4796,51.4766,32.2606,55.1413,37.15,51.9969,54.7943,50.1357,50.9225,44.1189,43.2661
FUE 14,71.1268,71.1166,71.1156,71.0801,70.9714,70.4636,70.8481,70.4391,70.793,70.6427,70.4925,67.3135,69.5292,70.4136,69.9484,62.4119,62.2064,69.618,62.536,69.0411,58.1421,69.4402,55.9818,67.4709,69.2158,68.2351,49.0569,63.9576,67.2096,58.4094,52.0546,66.502,68.0181,45.9061,47.9577,66.1117
FUE 15,67.4132,67.4021,67.4009,67.3621,67.2434,66.6918,67.1089,66.6654,67.049,66.8857,66.7231,63.3647,65.6902,66.6378,66.1376,58.3543,58.1464,65.7847,58.4798,65.1725,54.0524,65.5955,51.8846,63.528,65.3574,64.3249,44.9505,59.9219,63.2569,54.3209,47.9505,62.5255,64.098,41.7985,43.8508,62.1236
FUE 16,59.8267,59.8124,59.8109,59.7608,59.6088,58.9165,59.438,58.8838,59.3622,59.1573,58.9552,55.074,57.7092,58.8499,58.2415,49.7838,49.5701,57.8208,49.913,57.1054,45.4041,57.5979,43.2185,55.2535,57.3196,56.1399,36.2625,51.4061,54.9559,45.6756,39.268,54.1612,55.8856,33.1077,35.1616,53.7292
FUE 17,66.5465,66.5364,66.5353,66.4999,66.3915,65.8847,66.2685,65.8603,66.2135,66.0635,65.9136,62.7391,64.952,65.8349,65.3705,57.8403,57.6348,65.0407,57.9643,64.4646,53.5712,64.8631,51.4111,62.8962,64.639,63.6596,44.4865,59.3853,62.6352,53.8385,47.4841,61.9282,63.4429,41.3358,43.3873,61.5382
FUE 18,54.4199,54.4098,54.4088,54.3737,54.2663,53.7637,54.1443,53.7394,54.0898,53.941,53.7924,50.6357,52.8376,53.7142,53.2533,45.7482,45.543,52.9257,45.8721,52.3531,41.4826,52.7493,39.3232,50.7923,52.5266,51.5524,32.3996,47.2909,50.5323,41.7497,35.397,49.8277,51.3366,29.249,31.3005,49.4389
FUE 19,73.7281,73.7177,73.7166,73.6801,73.5686,73.0482,73.4422,73.0232,73.3856,73.2316,73.0779,69.8465,72.0944,72.9971,72.5218,64.9124,64.7062,72.1849,65.0369,71.5977,60.6328,72.0038,58.4702,70.0056,71.7753,70.7795,51.5426,66.4646,69.7414,60.9005,54.541,69.0267,70.5595,48.3915,50.4433,68.633
FUE 20,65.7626,65.75,65.7486,65.7044,65.5696,64.9497,65.4177,64.9202,65.35,65.1665,64.9846,61.3624,63.8461,64.8896,64.3359,56.2044,55.9934,63.9492,56.3319,63.285,51.8607,63.7431,49.6832,61.5342,63.4847,62.3773,42.7373,57.8012,61.2493,52.1308,45.7403,60.4848,62.1363,39.5837,41.6369,60.0672
FUE 21,65.4659,65.4546,65.4534,65.4138,65.2929,64.7319,65.1561,64.705,65.095,64.9289,64.7637,61.3676,63.7159,64.6771,64.1694,56.3352,56.1268,63.8117,56.461,63.192,52.0269,63.62,49.8577,61.5321,63.379,62.3358,42.9218,57.9072,61.259,52.2957,45.9223,60.5227,62.1068,39.7696,41.822,60.1185
FUE 22,69.3672,69.357,69.3559,69.3202,69.2111,68.7012,69.0873,68.6766,69.0319,68.881,68.7303,65.5426,67.7636,68.651,68.1842,60.6355,60.4299,67.8527,60.7596,67.274,56.364,67.6743,54.2033,65.7002,67.4492,66.466,47.278,62.1822,65.4384,56.6314,50.2758,64.7296,66.2485,44.1271,46.1788,64.3387
FUE 23,63.9447,63.9329,63.9316,63.8903,63.7642,63.181,63.6216,63.1531,63.5581,63.3855,63.2139,59.7309,62.1316,63.1241,62.5989,54.649,54.4396,62.2302,54.7755,61.5934,50.3266,62.033,48.1541,59.8982,61.7853,60.7172,41.2142,56.2309,59.6205,50.5959,44.2156,58.8732,60.4836,38.0614,40.1141,58.4637
FUE 24,82.8273,82.8165,82.8153,82.7773,82.6611,82.1207,82.5295,82.0947,82.4708,82.3108,82.1514,78.8375,81.1359,82.0677,81.5763,73.8535,73.6462,81.229,73.9787,80.6256,69.5593,81.0426,67.3932,78.9994,80.8079,79.7883,60.4614,75.4158,78.7307,69.8275,63.4608,78.0051,79.5638,57.3097,59.3618,77.606
