,FBS,Bid
FUE 1,1,0.059047
FUE 2,1,0.9578
FUE 3,1,0.99958
FUE 4,1,0.77578
FUE 5,1,0.069972
FUE 6,1,0.82956
FUE 7,1,0.60563
FUE 8,1,0.26909
FUE 9,1,0.62197
FUE 10,1,0.037244
FUE 11,1,0.61941
FUE 12,1,0.22806
FUE 13,1,0.45547
FUE 14,1,0.68645
FUE 15,1,0.020087
FUE 16,2,0.26167
FUE 17,2,0.29332
FUE 18,2,0.70012
FUE 19,2,0.37957
FUE 20,2,0.83435
FUE 21,2,0.74873
FUE 22,2,0.24554
FUE 23,2,0.59705
FUE 24,2,0.99612
FUE 25,2,0.92033
FUE 26,2,0.34245
FUE 27,2,0.72277
FUE 28,2,0.11834
FUE 29,2,0.66841
FUE 30,2,0.3305
FUE 31,3,0.22537
FUE 32,3,0.084622
FUE 33,3,0.69056
FUE 34,3,0.64161
FUE 35,3,0.53893
FUE 36,3,0.68654
FUE 37,3,0.14083
FUE 38,3,0.81054
FUE 39,3,0.17814
FUE 40,3,0.11997
FUE 41,3,0.37007
FUE 42,3,0.53776
FUE 43,3,0.82973
FUE 44,3,0.73453
FUE 45,3,0.16996
FUE 46,4,0.73003
FUE 47,4,0.37589
FUE 48,4,0.92567
FUE 49,4,0.62834
FUE 50,4,0.46825
FUE 51,4,0.18391
FUE 52,4,0.63802
FUE 53,4,0.080428
FUE 54,4,0.9438
FUE 55,4,0.81156
FUE 56,4,0.8339
FUE 57,4,0.27149
FUE 58,4,0.80305
FUE 59,4,0.32274
FUE 60,4,0.43207
FUE 61,5,0.15888
FUE 62,5,0.97382
FUE 63,5,0.89543
FUE 64,5,0.80462
FUE 65,5,0.48458
FUE 66,5,0.49683
FUE 67,5,0.75066
FUE 68,5,0.34931
FUE 69,5,0.10778
FUE 70,5,0.61933
FUE 71,5,0.69121
FUE 72,5,0.81151
FUE 73,5,0.53569
FUE 74,5,0.35335
FUE 75,5,0.59146
FUE 76,6,0.63158
FUE 77,6,0.86206
FUE 78,6,0.44262
FUE 79,6,0.030772
FUE 80,6,0.36226
FUE 81,6,0.86467
FUE 82,6,0.89413
FUE 83,6,0.4512
FUE 84,6,0.030249
FUE 85,6,0.52745
FUE 86,6,0.44659
FUE 87,6,0.35805
FUE 88,6,0.8978
FUE 89,6,0.088105
FUE 90,6,0.56854
