,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,73.9251,73.9134,73.8996,73.8513,73.872,73.8342,73.6077,73.4958,73.1971,72.1669,73.514,73.2357,71.5348,72.9666,67.4794,72.2635,72.4688,64.6817,61.7347,72.4026,72.1611,71.1177,52.6661,66.7079,70.7143,71.6875,70.4091,66.4983,68.7789,57.5816,70.6042,56.7795,54.953,70.7616,65.3684,65.0982
FUE 2,58.9096,58.8937,58.875,58.8095,58.8375,58.7864,58.4833,58.3354,57.9465,56.6591,58.3594,57.9963,55.9025,57.6516,51.3958,56.7767,57.0286,48.4682,45.4521,56.9472,56.6521,55.4143,36.322,50.5793,54.9491,56.0833,54.6014,50.3589,52.7932,41.2557,54.8233,40.4491,38.615,55.0034,49.1792,48.8989
FUE 3,65.2092,65.1961,65.1808,65.127,65.15,65.108,64.857,64.7334,64.4053,63.2889,64.7536,64.4476,62.6139,64.1535,58.396,63.3927,63.6138,55.5495,52.5762,63.5425,63.2827,62.1719,43.4839,57.6077,61.7466,62.7764,61.4263,57.3941,59.7317,48.4064,61.631,47.6026,45.7732,61.7965,56.2454,55.9714
FUE 4,54.6749,54.664,54.6512,54.6062,54.6255,54.5903,54.379,54.2743,53.9941,53.0191,54.2914,54.0304,52.4153,53.777,48.471,53.111,53.3061,45.7081,42.7801,53.2433,53.0136,52.0148,33.7287,47.7113,51.626,52.5615,51.331,47.5047,49.7452,38.6391,51.5197,37.8383,36.014,51.6717,46.3882,46.1206
FUE 5,63.3183,63.3043,63.2878,63.2299,63.2546,63.2095,62.9401,62.808,62.4583,61.28,62.8295,62.5032,60.575,62.191,56.2478,61.3889,61.6212,53.3698,50.3798,61.5462,61.2735,60.1158,41.2726,55.4486,59.6756,60.7442,59.345,55.2324,57.6072,46.1995,59.5561,45.3946,43.5633,59.7271,54.0716,53.7951
FUE 6,67.7317,67.7194,67.7048,67.6538,67.6756,67.6358,67.3975,67.28,66.9671,65.8948,67.2991,67.0074,65.2416,66.7262,61.1054,65.9949,66.2079,58.2832,55.3228,66.1393,65.8888,64.8123,46.2422,60.3254,64.398,65.3991,64.0853,60.1138,62.423,51.1612,64.2851,50.3583,48.5303,64.4466,58.9745,58.7023
FUE 7,60.0337,60.0187,60.001,59.9389,59.9654,59.9171,59.6294,59.4886,59.1175,57.8791,59.5115,59.1651,57.1454,58.8351,52.7174,57.9928,58.236,49.8112,46.8063,58.1574,57.8723,56.6701,37.686,51.9084,56.2159,57.3211,55.8757,51.6898,54.0983,42.6167,56.0929,41.8109,39.978,56.2689,50.5183,50.2396
FUE 8,58.1378,58.1271,58.1145,58.07,58.089,58.0543,57.8457,57.7423,57.4654,56.5003,57.7592,57.5012,55.9016,57.2507,51.9778,56.5914,56.7845,49.2214,46.2971,56.7224,56.4948,55.5041,37.249,51.2203,55.1179,56.0466,54.8248,51.0142,53.2472,42.1583,55.0123,41.3578,39.5339,55.1634,49.9002,49.6332
FUE 9,56.366,56.3565,56.3454,56.3063,56.323,56.2925,56.1081,56.0163,55.7694,54.8964,56.0313,55.8015,54.3462,55.5769,50.623,54.9796,55.1555,47.9328,45.0455,55.0989,54.8915,53.9776,36.0314,49.888,53.6173,54.48,53.3424,49.6873,51.8452,40.9306,53.5184,40.1326,38.313,53.6598,48.5989,48.3371
FUE 10,79.4165,79.4038,79.3918,79.3652,79.369,79.2896,79.237,78.8449,78.6353,77.9,79.0146,78.6056,78.3942,77.8122,73.0068,75.0265,78.0736,76.5588,74.6945,77.6399,76.5114,77.6052,72.8032,76.6772,77.3208,76.1804,77.0504,49.4954,62.8759,62.762,76.7088,73.8854,73.5146,76.3522,47.6784,46.802
