,FBS,Bid
FUE 1,1,0.43325
FUE 2,1,0.33593
FUE 3,1,0.70554
FUE 4,1,0.17326
FUE 5,1,0.062192
FUE 6,1,0.7603
FUE 7,1,0.31574
FUE 8,1,0.74347
FUE 9,1,0.95455
FUE 10,1,0.6405
FUE 11,1,0.44703
FUE 12,1,0.1212
FUE 13,1,0.049272
FUE 14,1,0.20043
FUE 15,2,0.14849
FUE 16,2,0.92153
FUE 17,2,0.37081
FUE 18,2,0.48431
FUE 19,2,0.71482
FUE 20,2,0.93353
FUE 21,2,0.70088
FUE 22,2,0.7973
FUE 23,2,0.37326
FUE 24,2,0.79116
FUE 25,2,0.50746
FUE 26,2,0.12321
FUE 27,2,0.8417
FUE 28,2,0.0044667
FUE 29,3,0.018929
FUE 30,3,0.61815
FUE 31,3,0.79979
FUE 32,3,0.30715
FUE 33,3,0.97493
FUE 34,3,0.4456
FUE 35,3,0.38696
FUE 36,3,0.52081
FUE 37,3,0.53391
FUE 38,3,0.3479
FUE 39,3,0.80115
FUE 40,3,0.82579
FUE 41,3,0.68355
FUE 42,3,0.99833
FUE 43,4,0.68799
FUE 44,4,0.35434
FUE 45,4,0.23951
FUE 46,4,0.41986
FUE 47,4,0.62076
FUE 48,4,0.21908
FUE 49,4,0.30447
FUE 50,4,0.92123
FUE 51,4,0.59376
FUE 52,4,0.21157
FUE 53,4,0.050206
FUE 54,4,0.75895
FUE 55,4,0.8697
FUE 56,4,0.21935
FUE 57,5,0.33253
FUE 58,5,0.27004
FUE 59,5,0.53732
FUE 60,5,0.77836
FUE 61,5,0.24508
FUE 62,5,0.50705
FUE 63,5,0.73785
FUE 64,5,0.39601
FUE 65,5,0.98522
FUE 66,5,0.92946
FUE 67,5,0.22575
FUE 68,5,0.39226
FUE 69,5,0.019558
FUE 70,5,0.26699
FUE 71,6,0.29566
FUE 72,6,0.10433
FUE 73,6,0.032859
FUE 74,6,0.11506
FUE 75,6,0.6541
FUE 76,6,0.12821
FUE 77,6,0.53652
FUE 78,6,0.55821
FUE 79,6,0.54143
FUE 80,6,0.44406
FUE 81,6,0.95244
FUE 82,6,0.35285
FUE 83,6,0.46793
FUE 84,6,0.45823
