,FBS,Bid
FUE 1,1,0.84782
FUE 2,1,0.89322
FUE 3,1,0.85037
FUE 4,1,0.81161
FUE 5,1,0.93452
FUE 6,1,0.57956
FUE 7,1,0.90338
FUE 8,1,0.93608
FUE 9,1,0.83134
FUE 10,1,0.55185
FUE 11,1,0.47809
FUE 12,2,0.35783
FUE 13,2,0.17246
FUE 14,2,0.91098
FUE 15,2,0.34826
FUE 16,2,0.14553
FUE 17,2,0.69118
FUE 18,2,0.0333
FUE 19,2,0.17466
FUE 20,2,0.37653
FUE 21,2,0.77149
FUE 22,2,0.37811
FUE 23,3,0.46515
FUE 24,3,0.00099292
FUE 25,3,0.017952
FUE 26,3,0.97236
FUE 27,3,0.77761
FUE 28,3,0.20018
FUE 29,3,0.55152
FUE 30,3,0.76358
FUE 31,3,0.54943
FUE 32,3,0.82304
FUE 33,3,0.084087
FUE 34,4,0.38862
FUE 35,4,0.78808
FUE 36,4,0.77963
FUE 37,4,0.90687
FUE 38,4,0.62556
FUE 39,4,0.57315
FUE 40,4,0.68319
FUE 41,4,0.88758
FUE 42,4,0.76379
FUE 43,4,0.61022
FUE 44,4,0.47464
FUE 45,5,0.73243
FUE 46,5,0.4279
FUE 47,5,0.073708
FUE 48,5,0.87142
FUE 49,5,0.020736
FUE 50,5,0.31242
FUE 51,5,0.92702
FUE 52,5,0.81366
FUE 53,5,0.54727
FUE 54,5,0.76746
FUE 55,5,0.56187
FUE 56,6,0.84012
FUE 57,6,0.11474
FUE 58,6,0.41542
FUE 59,6,0.59806
FUE 60,6,0.74022
FUE 61,6,0.24561
FUE 62,6,0.70702
FUE 63,6,0.72815
FUE 64,6,0.69724
FUE 65,6,0.5894
FUE 66,6,0.47628
