,FBS,Bid
FUE 1,1,0.18617
FUE 2,1,0.039625
FUE 3,1,0.70214
FUE 4,1,0.21557
FUE 5,1,0.39437
FUE 6,1,0.22887
FUE 7,1,0.1222
FUE 8,1,0.39306
FUE 9,1,0.39622
FUE 10,1,0.79027
FUE 11,1,0.27792
FUE 12,2,0.39193
FUE 13,2,0.44006
FUE 14,2,0.1352
FUE 15,2,0.57742
FUE 16,2,0.42299
FUE 17,2,0.16509
FUE 18,2,0.90252
FUE 19,2,0.54916
FUE 20,2,0.37017
FUE 21,2,0.66599
FUE 22,2,0.93094
FUE 23,3,0.19731
FUE 24,3,0.050802
FUE 25,3,0.71794
FUE 26,3,0.029221
FUE 27,3,0.75272
FUE 28,3,0.10663
FUE 29,3,0.27354
FUE 30,3,0.99308
FUE 31,3,0.47627
FUE 32,3,0.044106
FUE 33,3,0.034626
FUE 34,4,0.3745
FUE 35,4,0.79679
FUE 36,4,0.16708
FUE 37,4,0.36974
FUE 38,4,0.32587
FUE 39,4,0.50259
FUE 40,4,0.4387
FUE 41,4,0.65125
FUE 42,4,0.39923
FUE 43,4,0.51152
FUE 44,4,0.36193
FUE 45,5,0.87991
FUE 46,5,0.71235
FUE 47,5,0.8806
FUE 48,5,0.10179
FUE 49,5,0.34987
FUE 50,5,0.98373
FUE 51,5,0.22955
FUE 52,5,0.054631
FUE 53,5,0.32905
FUE 54,5,0.71917
FUE 55,5,0.0064604
FUE 56,6,0.54298
FUE 57,6,0.1744
FUE 58,6,0.94041
FUE 59,6,0.098726
FUE 60,6,0.0252
FUE 61,6,0.92384
FUE 62,6,0.86824
FUE 63,6,0.30471
FUE 64,6,0.19003
FUE 65,6,0.83549
FUE 66,6,0.18525
